task_id,task_class,facility_type,parent_id,side_zone,longitude,latitude,x_utm,y_utm,initial_visible,source_dataset,source_feature_id,verification_level,source_kind,generation_method,manual_added,attribute_status,remark
B154,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12983342,30.60070171,416582.947,3385673.489,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B155,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12069342,30.59981931,415705.958,3385582.507,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B156,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12434787,30.59975782,416056.25,3385572.961,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B157,waterside_structure,pier_or_jetty,OSM_1320670075,east,122.13108737,30.59978085,416702.371,3385570.507,True,OpenStreetMap Overpass API,1320670075,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B158,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.11848313,30.59938664,415493.687,3385536.215,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B159,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.11950039,30.5993692,415591.194,3385533.519,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B160,waterside_structure,pier_or_jetty,OSM_1320670075,east,122.12946032,30.59914426,416545.843,3385501.163,True,OpenStreetMap Overpass API,1320670075,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B161,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12769342,30.59884173,416376.194,3385468.946,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B162,waterside_structure,pier_or_jetty,OSM_737095460,east,122.12533865,30.598384,416150.05,3385419.97,True,OpenStreetMap Overpass API,737095460,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B163,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12002224,30.5975436,415639.642,3385330.806,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B164,waterside_structure,port_adjacent_coastline,OSM_845089293,east,122.12285861,30.59687641,415910.989,3385254.742,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B165,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.03796816,30.64312745,407816.273,3390447.061,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B166,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.03941613,30.64126472,407953.262,3390239.435,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B167,waterside_structure,pier_or_jetty,OSM_554550411,west,122.03869963,30.64028245,407883.67,3390131.159,True,OpenStreetMap Overpass API,554550411,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B168,waterside_structure,pier_or_jetty,OSM_554550410,west,122.04029405,30.6399636,408036.16,3390094.517,True,OpenStreetMap Overpass API,554550410,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B169,waterside_structure,pier_or_jetty,OSM_554550411,west,122.04126955,30.63969191,408129.385,3390063.609,True,OpenStreetMap Overpass API,554550411,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B170,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.04186317,30.63900804,408185.626,3389987.333,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B171,waterside_structure,pier_or_jetty,OSM_1498185254,west,122.04171811,30.63668197,408169.527,3389729.662,True,OpenStreetMap Overpass API,1498185254,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B172,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.04406333,30.63474056,408392.446,3389512.589,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B173,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.0468632,30.63270502,408658.857,3389284.72,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B174,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.04966381,30.63067031,408925.352,3389056.948,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B175,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.05246639,30.62863767,409192.048,3388829.412,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B176,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.05526885,30.62660496,409458.744,3388601.875,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B177,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.05807119,30.6245722,409725.441,3388374.339,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B178,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.06087342,30.62253937,409992.137,3388146.803,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B179,waterside_structure,port_adjacent_coastline,OSM_845089293,west,122.06367553,30.62050647,410258.833,3387919.267,True,OpenStreetMap Overpass API,845089293,unverified,formal_osm_geometry,metric_sampling_epsg32651,False,original_complete,
B180,waterside_structure,breakwater,BW_MANUAL_01,south,122.09687132,30.58496242,413408.971,3383954.079,True,QGIS_manual_georeferenced_imagery,MANUAL_B180,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B181,waterside_structure,breakwater,BW_MANUAL_01,south,122.09609429,30.58478157,413334.306,3383934.635,True,QGIS_manual_georeferenced_imagery,MANUAL_B181,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B182,waterside_structure,breakwater,BW_MANUAL_01,south,122.09528592,30.5844812,413256.53,3383901.969,True,QGIS_manual_georeferenced_imagery,MANUAL_B182,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B183,waterside_structure,breakwater,BW_MANUAL_01,south,122.0946072,30.58419576,413191.197,3383870.859,True,QGIS_manual_georeferenced_imagery,MANUAL_B183,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B184,waterside_structure,breakwater,BW_MANUAL_01,south,122.09394464,30.58391745,413127.421,3383840.526,True,QGIS_manual_georeferenced_imagery,MANUAL_B184,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B185,waterside_structure,breakwater,BW_MANUAL_01,south,122.09321752,30.5836036,413057.422,3383806.304,True,QGIS_manual_georeferenced_imagery,MANUAL_B185,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B186,waterside_structure,breakwater,BW_MANUAL_01,south,122.09246608,30.58328957,412985.09,3383772.083,True,QGIS_manual_georeferenced_imagery,MANUAL_B186,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B187,waterside_structure,breakwater,BW_MANUAL_01,south,122.09155125,30.58292667,412897.047,3383732.572,True,QGIS_manual_georeferenced_imagery,MANUAL_B187,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B188,waterside_structure,breakwater,BW_MANUAL_01,south,122.09053333,30.58248445,412799.049,3383684.351,True,QGIS_manual_georeferenced_imagery,MANUAL_B188,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B189,waterside_structure,breakwater,BW_MANUAL_01,south,122.08941823,30.5820275,412691.717,3383634.574,True,QGIS_manual_georeferenced_imagery,MANUAL_B189,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B190,waterside_structure,breakwater,BW_MANUAL_01,south,122.08825474,30.58154214,412579.719,3383581.686,True,QGIS_manual_georeferenced_imagery,MANUAL_B190,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B191,waterside_structure,breakwater,BW_MANUAL_01,south,122.08694566,30.58101363,412453.722,3383524.131,True,QGIS_manual_georeferenced_imagery,MANUAL_B191,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B192,waterside_structure,breakwater,BW_MANUAL_01,south,122.08570134,30.5804996,412333.946,3383468.132,True,QGIS_manual_georeferenced_imagery,MANUAL_B192,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B193,waterside_structure,breakwater,BW_MANUAL_01,south,122.08453776,30.58002824,412221.948,3383416.8,True,QGIS_manual_georeferenced_imagery,MANUAL_B193,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B194,waterside_structure,breakwater,BW_MANUAL_01,south,122.083342,30.57952856,412106.839,3383362.356,True,QGIS_manual_georeferenced_imagery,MANUAL_B194,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,南部线性防波/导流结构；由QGIS人工增补
B195,waterside_structure,breakwater,BW_MANUAL_02,north,122.08775889,30.65279025,412596.208,3391478.17,True,QGIS_manual_georeferenced_imagery,MANUAL_B195,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,北部防波堤；由QGIS人工增补
B196,waterside_structure,breakwater,BW_MANUAL_02,north,122.08977815,30.65213069,412789.093,3391403.504,True,QGIS_manual_georeferenced_imagery,MANUAL_B196,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,北部防波堤；由QGIS人工增补
B197,waterside_structure,breakwater,BW_MANUAL_02,north,122.09143972,30.65152474,412947.757,3391335.061,True,QGIS_manual_georeferenced_imagery,MANUAL_B197,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,北部防波堤；由QGIS人工增补
B198,waterside_structure,breakwater,BW_MANUAL_02,north,122.0932966,30.65086399,413125.088,3391260.396,True,QGIS_manual_georeferenced_imagery,MANUAL_B198,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,北部防波堤；由QGIS人工增补
B199,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.01101049,30.65551045,405245.093,3391841.852,True,QGIS_manual_georeferenced_imagery,MANUAL_B199,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B200,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.01571365,30.65439523,405694.64,3391714.299,True,QGIS_manual_georeferenced_imagery,MANUAL_B200,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B201,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.01948915,30.65349742,406055.523,3391611.634,True,QGIS_manual_georeferenced_imagery,MANUAL_B201,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B202,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.02311876,30.65257032,406402.406,3391505.858,True,QGIS_manual_georeferenced_imagery,MANUAL_B202,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B203,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.02582064,30.65187479,406660.623,3391426.526,True,QGIS_manual_georeferenced_imagery,MANUAL_B203,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B204,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.02831061,30.65126182,406898.619,3391356.527,True,QGIS_manual_georeferenced_imagery,MANUAL_B204,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B205,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.03107692,30.65060876,407163.059,3391281.862,True,QGIS_manual_georeferenced_imagery,MANUAL_B205,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B206,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,north,122.03353353,30.65007966,407397.944,3391221.196,True,QGIS_manual_georeferenced_imagery,MANUAL_B206,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B207,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.00457456,30.65809018,404630.97,3392133.203,True,QGIS_manual_georeferenced_imagery,MANUAL_B207,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B208,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.00971394,30.6572031,405122.517,3392030.538,True,QGIS_manual_georeferenced_imagery,MANUAL_B208,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B209,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.01079268,30.65968158,405228.293,3392304.311,True,QGIS_manual_georeferenced_imagery,MANUAL_B209,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B210,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.00971866,30.65673996,405122.517,3391979.205,True,QGIS_manual_georeferenced_imagery,MANUAL_B210,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B211,waterside_structure,bridge_pier_or_bridge_water_structure,BP_MANUAL_01,west,122.00711437,30.6573938,404873.632,3392053.871,True,QGIS_manual_georeferenced_imagery,MANUAL_B211,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,东海大桥及临水桥梁结构候选节点；建议后续逐点复核是否对应桥墩
B212,waterside_structure,berth_or_mooring_facility,MF_MANUAL_01,south,122.08226847,30.58327701,412007.285,3383778.616,True,QGIS_manual_georeferenced_imagery,MANUAL_B212,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,泊位/系泊设施候选节点；由QGIS人工增补
B213,waterside_structure,berth_or_mooring_facility,MF_MANUAL_01,south,122.08533797,30.58464607,412302.835,3383927.947,True,QGIS_manual_georeferenced_imagery,MANUAL_B213,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,泊位/系泊设施候选节点；由QGIS人工增补
B214,waterside_structure,berth_or_mooring_facility,MF_MANUAL_01,south,122.0834876,30.58388213,412124.727,3383844.726,True,QGIS_manual_georeferenced_imagery,MANUAL_B214,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,泊位/系泊设施候选节点；由QGIS人工增补
B215,waterside_structure,berth_or_mooring_facility,MF_MANUAL_01,south,122.08632212,30.58522845,412397.723,3383991.723,True,QGIS_manual_georeferenced_imagery,MANUAL_B215,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,泊位/系泊设施候选节点；由QGIS人工增补
B216,waterside_structure,berth_or_mooring_facility,MF_MANUAL_01,south,122.08565898,30.58501326,412333.946,3383968.39,True,QGIS_manual_georeferenced_imagery,MANUAL_B216,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,泊位/系泊设施候选节点；由QGIS人工增补
B217,waterside_structure,pier_or_jetty,PJ_MANUAL_01,south,122.05076528,30.58876926,408991.738,3384412.338,True,QGIS_manual_georeferenced_imagery,MANUAL_B217,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,独立突堤或引桥式设施候选节点
B218,waterside_structure,pier_or_jetty,PJ_MANUAL_02,south,122.05073957,30.5914078,408991.738,3384704.777,True,QGIS_manual_georeferenced_imagery,MANUAL_B218,visual_checked,manual_qgis_edit,manual_digitizing_on_georeferenced_imagery,True,completed_by_spatial_group_inference,独立突堤或引桥式设施候选节点
