step,action,platform_id,task_id,task_geometry,task_stage,risk,score,path_length,energy_cost,reward,completed_count,late_count,risk_exposure_sum,total_path_length,total_energy,accepted_actions,conflicts,review_queue_length,valid_action_count
159,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,46428.0,714,4.611111111111117,[],[],0,16
160,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,46720.0,714,4.611111111111117,[],[],0,16
161,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,47012.0,714,4.611111111111117,[],[],0,16
162,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,47304.0,714,4.611111111111117,[],[],0,16
163,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,47596.0,714,4.611111111111117,[],[],0,16
164,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,47888.0,714,4.611111111111117,[],[],0,16
165,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,48180.0,714,4.611111111111117,[],[],0,16
166,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,48472.0,714,4.611111111111117,[],[],0,16
167,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,48764.0,714,4.611111111111117,[],[],0,16
168,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,49056.0,714,4.611111111111117,[],[],0,16
169,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,49348.0,714,4.611111111111117,[],[],0,16
170,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,49640.0,714,4.611111111111117,[],[],0,16
171,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,49932.0,714,4.611111111111117,[],[],0,16
172,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,50224.0,714,4.611111111111117,[],[],0,16
173,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,50516.0,714,4.611111111111117,[],[],0,16
174,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,50808.0,714,4.611111111111117,[],[],0,16
175,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,51100.0,714,4.611111111111117,[],[],0,16
176,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,51392.0,714,4.611111111111117,[],[],0,16
177,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,51684.0,714,4.611111111111117,[],[],0,16
178,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,51976.0,714,4.611111111111117,[],[],0,16
179,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,52268.0,714,4.611111111111117,[],[],0,16
180,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,52560.0,714,4.611111111111117,[],[],0,16
181,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,52852.0,714,4.611111111111117,[],[],0,16
182,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,53144.0,714,4.611111111111117,[],[],0,16
183,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,53436.0,714,4.611111111111117,[],[],0,16
184,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,53728.0,714,4.611111111111117,[],[],0,16
185,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,54020.0,714,4.611111111111117,[],[],0,16
186,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,54312.0,714,4.611111111111117,[],[],0,16
187,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,54604.0,714,4.611111111111117,[],[],0,16
188,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,54896.0,714,4.611111111111117,[],[],0,16
189,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,55188.0,714,4.611111111111117,[],[],0,16
190,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,55480.0,714,4.611111111111117,[],[],0,16
191,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,55772.0,714,4.611111111111117,[],[],0,16
192,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,56064.0,714,4.611111111111117,[],[],0,16
193,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,56356.0,714,4.611111111111117,[],[],0,16
194,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,56648.0,714,4.611111111111117,[],[],0,16
195,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,56940.0,714,4.611111111111117,[],[],0,16
196,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,57232.0,714,4.611111111111117,[],[],0,16
197,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,57524.0,714,4.611111111111117,[],[],0,16
198,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,57816.0,714,4.611111111111117,[],[],0,16
199,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,58108.0,714,4.611111111111117,[],[],0,16
200,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,58400.0,714,4.611111111111117,[],[],0,16
201,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,58692.0,714,4.611111111111117,[],[],0,16
202,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,58984.0,714,4.611111111111117,[],[],0,16
203,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,59276.0,714,4.611111111111117,[],[],0,16
204,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,59568.0,714,4.611111111111117,[],[],0,16
205,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,59860.0,714,4.611111111111117,[],[],0,16
206,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,60152.0,714,4.611111111111117,[],[],0,16
207,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,60444.0,714,4.611111111111117,[],[],0,16
208,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,60736.0,714,4.611111111111117,[],[],0,16
209,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,61028.0,714,4.611111111111117,[],[],0,16
210,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,61320.0,714,4.611111111111117,[],[],0,16
211,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,61612.0,714,4.611111111111117,[],[],0,16
212,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,61904.0,714,4.611111111111117,[],[],0,16
213,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,62196.0,714,4.611111111111117,[],[],0,16
214,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,62488.0,714,4.611111111111117,[],[],0,16
215,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,62780.0,714,4.611111111111117,[],[],0,16
216,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,63072.0,714,4.611111111111117,[],[],0,16
217,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,63364.0,714,4.611111111111117,[],[],0,16
218,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,63656.0,714,4.611111111111117,[],[],0,16
219,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,63948.0,714,4.611111111111117,[],[],0,16
220,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,64240.0,714,4.611111111111117,[],[],0,16
221,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,64532.0,714,4.611111111111117,[],[],0,16
222,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,64824.0,714,4.611111111111117,[],[],0,16
223,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,65116.0,714,4.611111111111117,[],[],0,16
224,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,65408.0,714,4.611111111111117,[],[],0,16
225,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,65700.0,714,4.611111111111117,[],[],0,16
226,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,65992.0,714,4.611111111111117,[],[],0,16
227,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,66284.0,714,4.611111111111117,[],[],0,16
228,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,66576.0,714,4.611111111111117,[],[],0,16
229,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,66868.0,714,4.611111111111117,[],[],0,16
230,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,67160.0,714,4.611111111111117,[],[],0,16
231,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,67452.0,714,4.611111111111117,[],[],0,16
232,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,67744.0,714,4.611111111111117,[],[],0,16
233,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,68036.0,714,4.611111111111117,[],[],0,16
234,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,68328.0,714,4.611111111111117,[],[],0,16
235,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,68620.0,714,4.611111111111117,[],[],0,16
236,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,68912.0,714,4.611111111111117,[],[],0,16
237,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,69204.0,714,4.611111111111117,[],[],0,16
238,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,69496.0,714,4.611111111111117,[],[],0,16
239,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,69788.0,714,4.611111111111117,[],[],0,16
240,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,35,1,70080.0,714,4.611111111111117,[],[],0,16
