step,action,platform_id,task_id,task_geometry,task_stage,risk,score,path_length,energy_cost,reward,completed_count,late_count,risk_exposure_sum,total_path_length,total_energy,accepted_actions,conflicts,review_queue_length,valid_action_count
171,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,53694.0,989,5.247800925925922,[],[],0,14
172,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,54008.0,989,5.254701967592589,[],[],0,14
173,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,54322.0,989,5.261603009259256,[],[],0,14
174,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,54636.0,989,5.268504050925922,[],[],0,14
175,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,54950.0,989,5.275405092592589,[],[],0,14
176,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,55264.0,989,5.282306134259255,[],[],0,14
177,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,55578.0,989,5.289207175925922,[],[],0,14
178,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,55892.0,1019,5.296108217592589,[],[],0,14
179,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.083450520833333,26,2,56206.0,1019,5.303009259259255,[],[],0,14
180,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,24.91654947916667,27,2,56160.0,1019,5.309910300925922,[],[],0,15
181,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,56472.0,1019,5.313339120370366,[],[],0,15
182,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,56784.0,1019,5.31676793981481,[],[],0,15
183,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,57096.0,1019,5.320196759259255,[],[],0,15
184,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,57408.0,1019,5.323625578703699,[],[],0,15
185,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,57720.0,1064,5.327054398148143,[],[],0,15
186,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.081714409722222,27,2,58032.0,1064,5.330483217592588,[],[],0,15
187,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,24.918285590277776,28,2,57970.0,1064,5.333912037037032,[],[],0,16
188,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,58280.0,1064,5.333912037037032,[],[],0,16
189,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,58590.0,1064,5.333912037037032,[],[],0,16
190,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,58900.0,1064,5.333912037037032,[],[],0,16
191,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,59210.0,1064,5.333912037037032,[],[],0,16
192,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,59520.0,1064,5.333912037037032,[],[],0,16
193,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,59830.0,1064,5.333912037037032,[],[],0,16
194,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,60140.0,1064,5.333912037037032,[],[],0,16
195,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,60450.0,1064,5.333912037037032,[],[],0,16
196,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,60760.0,1064,5.333912037037032,[],[],0,16
197,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,61070.0,1064,5.333912037037032,[],[],0,16
198,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,61380.0,1064,5.333912037037032,[],[],0,16
199,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,61690.0,1064,5.333912037037032,[],[],0,16
200,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,62000.0,1064,5.333912037037032,[],[],0,16
201,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,62310.0,1064,5.333912037037032,[],[],0,16
202,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,62620.0,1064,5.333912037037032,[],[],0,16
203,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,62930.0,1064,5.333912037037032,[],[],0,16
204,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,63240.0,1064,5.333912037037032,[],[],0,16
205,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,63550.0,1064,5.333912037037032,[],[],0,16
206,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,63860.0,1064,5.333912037037032,[],[],0,16
207,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,64170.0,1064,5.333912037037032,[],[],0,16
208,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,64480.0,1064,5.333912037037032,[],[],0,16
209,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,64790.0,1064,5.333912037037032,[],[],0,16
210,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,65100.0,1064,5.333912037037032,[],[],0,16
211,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,65410.0,1064,5.333912037037032,[],[],0,16
212,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,65720.0,1064,5.333912037037032,[],[],0,16
213,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,66030.0,1064,5.333912037037032,[],[],0,16
214,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,66340.0,1064,5.333912037037032,[],[],0,16
215,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,66650.0,1064,5.333912037037032,[],[],0,16
216,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,66960.0,1064,5.333912037037032,[],[],0,16
217,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,67270.0,1064,5.333912037037032,[],[],0,16
218,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,67580.0,1064,5.333912037037032,[],[],0,16
219,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,67890.0,1064,5.333912037037032,[],[],0,16
220,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,68200.0,1064,5.333912037037032,[],[],0,16
221,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,68510.0,1064,5.333912037037032,[],[],0,16
222,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,68820.0,1064,5.333912037037032,[],[],0,16
223,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,69130.0,1064,5.333912037037032,[],[],0,16
224,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,69440.0,1064,5.333912037037032,[],[],0,16
225,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,69750.0,1064,5.333912037037032,[],[],0,16
226,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,70060.0,1064,5.333912037037032,[],[],0,16
227,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,70370.0,1064,5.333912037037032,[],[],0,16
228,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,70680.0,1064,5.333912037037032,[],[],0,16
229,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,70990.0,1064,5.333912037037032,[],[],0,16
230,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,71300.0,1064,5.333912037037032,[],[],0,16
231,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,71610.0,1064,5.333912037037032,[],[],0,16
232,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,71920.0,1064,5.333912037037032,[],[],0,16
233,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,72230.0,1064,5.333912037037032,[],[],0,16
234,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,72540.0,1064,5.333912037037032,[],[],0,16
235,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,72850.0,1064,5.333912037037032,[],[],0,16
236,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,73160.0,1064,5.333912037037032,[],[],0,16
237,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,73470.0,1064,5.333912037037032,[],[],0,16
238,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,73780.0,1064,5.333912037037032,[],[],0,16
239,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,74090.0,1064,5.333912037037032,[],[],0,16
240,"[0, 0, 0, 0, 0, 0, 0, 0]",UAV-1,WAIT,wait,wait,0,0.0,0,0.0,-13.08,28,2,74400.0,1064,5.333912037037032,[],[],0,16
