episode,steps,episode_reward,completed_tasks,risk_exposure_sum,late_tasks,total_path_length,total_energy,total_conflicts,total_invalid_actions,total_replenishments,total_returns
669,160560,3455.8507406510194,58,62640.0,1,2731,15.898518697961672,7,0,25,28
670,160800,3878.558004712301,61,60000.0,1,2766,16.48399057539674,10,0,21,25
671,161040,4132.744292153996,60,58320.0,1,2791,16.1114156920079,9,0,20,23
672,161280,4134.667283950617,64,57360.0,1,2919,16.265432098765473,14,0,21,25
673,161520,3178.069386574075,37,68400.0,1,2419,12.46122685185185,6,0,22,24
674,161760,3746.3290088437197,59,60720.0,1,2831,15.941982312561139,7,0,24,26
675,162000,3671.271161265432,45,64080.0,1,2623,14.057677469135767,2,0,21,22
676,162240,4062.7738947806015,57,59280.0,1,2822,16.052210438798035,9,0,20,23
677,162480,4542.372967303239,62,55440.0,1,2490,14.854065393518633,4,0,18,21
678,162720,4226.577777777778,55,58800.0,1,2595,14.444444444444617,7,0,19,21
679,162960,4563.68419196813,71,53040.0,1,2768,16.231616063738286,10,0,19,20
680,163200,4836.8473958333325,72,51120.0,2,2877,16.90520833333336,8,0,17,21
681,163440,4941.828935185186,83,48720.0,1,2847,16.942129629629807,11,0,19,22
682,163680,4435.901273148147,62,55920.0,1,2772,15.797453703703827,10,0,20,23
683,163920,3570.9599268353177,40,66000.0,2,2311,12.680146329365156,14,0,20,21
684,164160,3465.3989366319456,42,66240.0,1,2456,13.802126736111159,9,0,24,26
685,164400,4243.343458228481,59,57840.0,1,2658,15.913083543037748,4,0,18,20
686,164640,4060.708274135045,56,59280.0,1,2481,15.183451729910272,6,0,19,22
687,164880,3506.124004804994,52,63360.0,1,2653,15.351990390011327,7,0,24,25
688,165120,3664.801454371093,54,62400.0,1,2730,15.99709125781414,9,0,19,20
689,165360,4577.054877521464,73,52320.0,1,2786,16.49024495707265,13,0,20,21
690,165600,4943.896171495043,83,48480.0,1,2817,16.80765700991404,9,0,20,21
691,165840,4640.799674479166,74,52080.0,1,2983,17.000651041666742,8,0,19,21
692,166080,4664.194844714505,77,51360.0,1,2979,17.210310570987705,12,0,19,22
693,166320,4526.692807539683,87,50400.0,1,2911,17.214384920634977,17,0,20,24
694,166560,4789.557518159322,78,50160.0,1,2760,16.48496368135388,11,0,19,21
695,166800,5042.7386987433865,82,48000.0,1,2932,17.122602513227577,9,0,20,22
696,167040,4707.213541666667,73,52080.0,1,2820,16.172916666666737,10,0,21,21
697,167280,5017.796175620872,87,47280.0,1,2820,17.007648758254426,10,0,19,21
698,167520,4504.691203703704,67,54720.0,1,2752,16.217592592592652,10,0,17,21
699,167760,4378.498584042712,76,53280.0,1,2756,16.602831914575997,16,0,18,23
700,168000,3885.1294871582895,64,59040.0,1,2723,16.341025683421705,11,0,20,20
701,168240,4344.62667824074,79,53280.0,1,2855,17.34664351851859,11,0,18,23
702,168480,4310.352303791888,76,54000.0,1,3090,17.895392416225796,15,0,21,21
703,168720,4914.3703125,88,47760.0,1,2780,16.859374999999975,10,0,20,20
704,168960,4777.446797839506,86,48960.0,1,2975,17.706404320987723,15,0,19,22
705,169200,5025.326267361112,98,45120.0,1,2824,17.947465277777965,16,0,22,24
706,169440,4801.425192901234,82,49680.0,1,3075,17.749614197530903,14,0,21,21
707,169680,5267.301403677984,90,45120.0,1,3094,17.997192644032918,10,0,22,22
708,169920,4882.882283550701,88,47760.0,1,3044,17.835432898599805,12,0,19,21
709,170160,5120.490943992773,92,45600.0,1,3222,18.618112014453455,13,0,19,21
710,170400,4725.028877314814,94,48000.0,1,3128,18.54224537037035,13,0,19,23
711,170640,4850.656127936743,102,45600.0,1,3042,18.287744126512155,16,0,21,22
712,170880,4787.013155864197,82,49680.0,1,3057,17.573688271604976,14,0,21,22
713,171120,4516.603835822852,78,52560.0,1,2904,17.39232835429783,9,0,20,19
714,171360,4414.930787037038,88,50880.0,1,3021,17.73842592592607,10,0,17,20
715,171600,4498.354398148149,84,50880.0,1,3106,17.891203703703777,9,0,18,21
716,171840,4735.133333333334,90,48480.0,2,3153,18.33333333333331,10,0,18,21
717,172080,4424.8031828703715,81,52320.0,1,3138,17.993634259259245,7,0,18,21
718,172320,4597.328645833333,82,50880.0,1,3123,17.942708333333492,9,0,20,22
719,172560,4533.823895640431,83,50880.0,2,3125,17.95220871913592,11,0,19,21
720,172800,4102.318807870371,80,54480.0,1,3040,17.96238425925928,12,0,19,22
721,173040,4482.42644675926,92,49920.0,2,3025,17.747106481481524,14,0,19,21
722,173280,3934.4070601851854,74,56880.0,1,3124,17.785879629629626,10,0,21,23
723,173520,4450.379541070427,86,51120.0,2,3023,17.840917859147215,13,0,20,22
724,173760,3966.726575854702,76,55920.0,2,2917,17.146848290598275,13,1,20,21
725,174000,4312.979108796296,78,53280.0,1,3072,17.6417824074073,9,0,19,23
726,174240,4583.6493108165,94,48720.0,1,3140,18.301378367003448,14,0,19,21
727,174480,4248.403009259259,81,53520.0,1,3022,17.793981481481588,13,0,18,22
728,174720,4294.388252314815,81,52800.0,1,3098,17.823495370370505,11,0,20,23
729,174960,4056.131886574074,71,56400.0,1,2993,17.336226851851976,8,0,19,20
730,175200,4114.114442791006,85,53280.0,1,2977,17.371114417989546,10,0,18,19
731,175440,4806.071064814814,98,46080.0,1,2962,17.45787037037047,13,0,19,21
732,175680,4351.177893518519,90,51120.0,2,3071,18.24421296296294,11,0,20,22
733,175920,4573.346296296297,91,48960.0,1,3054,17.90740740740754,12,0,18,22
734,176160,4502.45998776898,84,50880.0,1,2946,17.680024462041896,15,0,18,20
735,176400,4319.93888888889,84,51840.0,1,3035,17.72222222222223,10,0,20,23
736,176640,4409.317939814815,84,51360.0,1,3126,17.9641203703705,10,0,20,22
737,176880,4408.384201388889,83,51600.0,1,3134,17.831597222222353,9,0,19,21
738,177120,4340.281770833332,80,52800.0,1,3157,18.036458333333254,10,0,17,20
739,177360,4284.9096643518515,80,53280.0,2,3103,17.780671296296333,15,0,21,23
740,177600,4150.2704861111115,78,54960.0,2,2822,17.059027777777967,11,0,16,19
741,177840,4071.267881944445,72,56400.0,0,2917,17.06423611111115,10,0,19,21
742,178080,4189.832118055556,73,55920.0,1,3147,17.93576388888899,10,0,17,19
743,178320,4358.385648148149,83,52320.0,1,3104,17.828703703703837,15,0,20,23
744,178560,4373.246469907407,82,52080.0,1,2909,17.107060185185293,15,0,18,20
745,178800,4440.88420138889,83,51840.0,2,3067,17.831597222222403,13,0,18,21
746,179040,4381.918634259258,84,51600.0,1,3063,17.762731481481573,12,0,20,23
747,179280,4246.354398148148,78,53760.0,1,3112,17.89120370370387,10,0,18,22
748,179520,4371.430427302303,83,51840.0,2,3058,17.739145395395433,14,0,20,23
749,179760,4422.219270833334,81,51840.0,1,2944,17.161458333333414,12,0,17,20
750,180000,4482.422685185185,84,51360.0,1,3082,17.75462962962958,12,0,19,22
751,180240,4123.689004629629,72,55920.0,2,2981,17.221990740740754,11,0,18,21
752,180480,4556.8601851851845,87,49920.0,1,3118,17.879629629629676,10,0,20,23
753,180720,4656.384587191357,86,49680.0,1,3069,17.830825617283992,13,0,19,23
754,180960,4200.197280092592,76,54720.0,1,2971,17.205439814814923,11,0,19,21
755,181200,4287.88203125,83,52320.0,2,3092,17.835937500000192,12,0,17,21
756,181440,4166.725347222222,72,55680.0,2,2848,17.149305555555713,13,0,16,20
757,181680,4528.4331597222235,87,49920.0,2,3059,17.733680555555594,9,0,20,23
758,181920,4419.870601851853,87,50880.0,2,3122,17.858796296296465,11,0,18,22
759,182160,4516.449594907407,85,50640.0,1,3043,17.70081018518529,14,0,19,22
760,182400,4175.346585648149,80,53760.0,1,3142,17.906828703703855,13,0,19,23
761,182640,4536.44351851852,82,51120.0,1,2995,17.71296296296302,13,0,17,23
762,182880,4307.745023148149,82,52320.0,2,2921,17.109953703703763,13,0,18,21
763,183120,4335.831346450618,80,53040.0,1,3108,17.937307098765427,10,0,20,21
764,183360,4470.044931958473,82,51600.0,2,3006,17.510136083052743,12,0,18,20
765,183600,4438.391435185185,82,51840.0,1,3100,17.817129629629665,12,0,18,20
766,183840,4013.330960648148,73,56640.0,2,3125,17.938078703703773,8,0,16,20
767,184080,4563.965668901661,85,50400.0,2,3023,17.668662196679378,9,0,17,20
768,184320,4257.916898148148,80,53520.0,2,3066,17.76620370370386,11,0,18,21
769,184560,4358.616261574073,91,50400.0,2,3200,18.367476851851883,15,0,19,19
770,184800,4293.936381172841,79,53520.0,1,3060,17.727237654321073,13,0,17,21
771,185040,4316.512094907406,84,52320.0,1,2983,17.57581018518522,10,0,17,18
772,185280,4657.8460069444445,85,49680.0,2,3090,17.90798611111114,12,0,17,21
773,185520,4445.68315007716,84,51120.0,2,2995,17.2336998456791,9,0,17,18
774,185760,4549.816782407408,85,50160.0,1,3130,17.9664351851852,10,0,18,20
775,186000,4344.953696895424,82,52320.0,2,3065,17.692606209150245,9,0,17,20
776,186240,4126.0595486111115,75,55200.0,1,3035,17.48090277777788,11,0,17,20
777,186480,4430.016145833333,86,50880.0,2,3032,17.56770833333336,12,0,18,20
778,186720,3991.453597608026,74,56400.0,1,3072,17.69280478395078,12,1,17,20
779,186960,4090.940128968254,73,56160.0,2,3071,17.719742063492195,13,0,17,20
780,187200,4463.911689814816,83,51600.0,2,3083,17.77662037037054,11,0,18,21
781,187440,4303.784168320106,80,52800.0,2,2914,17.03166335978843,12,0,17,18
782,187680,4568.3064446548815,84,50400.0,2,2870,16.98711069023569,12,0,17,19
783,187920,4089.24212962963,75,55440.0,2,2878,17.115740740740826,14,1,16,19
784,188160,4492.415451388889,84,50640.0,1,3058,17.76909722222232,8,0,17,21
785,188400,4154.966666666667,79,54000.0,2,3051,17.666666666666824,12,0,17,20
786,188640,4183.399479166667,77,54480.0,2,3101,17.801041666666812,9,0,17,20
787,188880,4314.889699074074,81,52800.0,1,3106,17.820601851851936,14,0,19,22
788,189120,3954.338773148149,74,56160.0,1,3130,17.922453703703813,12,0,16,20
789,189360,4549.9096643518515,86,50160.0,1,3076,17.780671296296426,13,0,18,21
790,189600,4460.850448265726,86,50640.0,1,3084,17.899103468547896,13,0,17,21
791,189840,4517.3706983024695,84,50640.0,2,3099,17.858603395061806,12,0,19,23
792,190080,4431.391724537038,85,51360.0,2,3072,17.81655092592599,13,0,17,21
793,190320,4501.923842592593,85,50640.0,2,3060,17.75231481481486,13,0,19,23
794,190560,4642.424421296297,86,49680.0,1,3052,17.751157407407536,14,0,20,23
795,190800,4240.2756944444445,78,54240.0,1,3174,18.048611111111164,13,0,18,20
796,191040,4536.8571606394125,86,50160.0,1,3010,17.885678721174187,13,0,18,22
797,191280,4294.357002314814,82,52800.0,2,3143,17.8859953703704,14,0,21,23
798,191520,4079.38600558279,73,55920.0,1,3040,17.827988834422715,14,0,17,21
799,191760,4336.342534722222,82,52320.0,2,3147,17.914930555555653,16,0,19,21
800,192000,4321.8853009259265,82,52320.0,2,3090,17.829398148148236,14,0,19,21
801,192240,4237.807233796297,77,54240.0,2,3133,17.985532407407483,14,0,18,21
802,192480,4798.351504629629,87,48480.0,2,3056,17.896990740740826,11,0,18,22
803,192720,4105.383912037037,80,54240.0,2,3097,17.832175925925934,12,0,19,20
804,192960,4285.824884259259,80,53280.0,1,3108,17.950231481481524,10,0,17,20
805,193200,4571.41545138889,89,49440.0,2,3069,17.769097222222324,16,0,18,22
806,193440,4227.830960648148,74,54960.0,1,3119,17.93807870370375,12,0,18,21
807,193680,4437.665162037037,89,50160.0,2,2925,17.26967592592606,17,0,19,20
808,193920,4743.295949074075,86,49200.0,2,3076,18.008101851851997,12,0,17,21
809,194160,4266.867129629629,80,53520.0,2,3078,17.86574074074079,13,0,17,21
810,194400,4355.84369212963,82,52320.0,2,3112,17.912615740740762,14,0,18,22
811,194640,4476.8512152777785,82,51840.0,2,3089,17.897569444444393,14,0,18,19
812,194880,4623.510816936729,88,49440.0,1,3016,17.578366126543308,15,0,19,22
813,195120,4269.328761574074,85,52080.0,2,3147,17.942476851851907,12,0,18,19
814,195360,4284.807060185185,79,53520.0,2,3138,17.985879629629736,10,0,19,20
815,195600,4324.100057870371,89,51600.0,2,3127,18.39988425925926,11,0,18,20
816,195840,4068.5952223557692,72,56160.0,2,2937,17.409555288461494,15,0,18,19
817,196080,4334.744155092593,86,51840.0,1,2877,17.111689814814916,14,0,17,21
818,196320,4562.849768518519,90,49440.0,2,3060,17.90046296296315,12,0,17,21
819,196560,4906.638252314814,90,46800.0,2,2905,17.32349537037038,13,0,16,22
820,196800,4363.419232253086,85,52080.0,2,3003,17.761535493827335,13,0,18,20
821,197040,4399.380150462963,91,50400.0,1,3225,18.8396990740741,13,0,21,24
822,197280,3942.7716435185184,73,56880.0,1,3181,18.056712962963047,17,0,21,22
823,197520,4373.207407407406,83,52080.0,1,3099,18.185185185185308,11,0,19,22
824,197760,4266.796595982144,84,52800.0,1,3103,18.006808035714304,11,0,19,20
825,198000,4172.074745873591,92,51840.0,1,3362,19.450508252818032,14,0,20,23
826,198240,3829.2798804012345,92,53760.0,1,3308,19.040239197530926,12,0,19,19
827,198480,3620.8092592592593,72,58560.0,1,3206,17.981481481481662,14,0,18,20
828,198720,3581.0451195987657,74,58320.0,2,3365,18.509760802469177,12,0,19,21
829,198960,3748.024729938272,79,56640.0,1,3576,19.550540123456827,9,0,20,21
830,199200,3694.2868160774415,69,59040.0,0,3528,19.026367845117868,16,0,19,20
831,199440,3669.261516203704,72,58800.0,1,3448,19.07696759259262,20,0,19,21
832,199680,3762.370601851852,77,57120.0,1,3429,18.858796296296276,16,0,20,22
833,199920,4272.06032021605,81,53040.0,1,3530,19.479359567901263,15,0,22,24
834,200160,4108.264129138608,77,54960.0,1,3464,19.071741722783322,13,0,20,21
835,200400,3946.754861111111,77,56160.0,1,3505,19.090277777777764,14,0,21,24
836,200640,3696.7308449074076,70,58800.0,1,3510,19.13831018518527,15,0,22,24
837,200880,4055.94670138889,80,54720.0,1,3520,19.70659722222223,14,0,20,25
838,201120,4203.4210648148155,80,53760.0,1,3603,19.75787037037053,16,0,24,25
839,201360,4301.171913580248,85,52320.0,1,3448,19.256172839506203,14,0,23,23
840,201600,3917.623962784901,78,56160.0,1,3495,19.35207443019953,15,0,23,24
841,201840,4216.042766203704,84,52800.0,1,3541,19.514467592592567,15,0,23,24
842,202080,4064.7771733539093,67,57120.0,1,3235,18.045653292181175,11,0,20,22
843,202320,4194.638831018519,75,55200.0,1,3288,18.32233796296311,13,0,21,24
844,202560,3957.5666859567905,82,55200.0,1,3499,19.466628086419856,12,0,21,25
845,202800,3897.0000661375657,76,56640.0,1,3383,18.599867724867824,13,0,21,24
846,203040,4129.773398919754,76,54960.0,0,3452,19.053202160494042,14,0,22,24
847,203280,4216.913243796202,77,54240.0,1,3353,18.77351240759692,17,0,23,23
848,203520,4265.276132605821,81,53280.0,1,3625,20.047734788359875,12,0,24,23
849,203760,4290.824016203704,82,52560.0,1,3587,19.95196759259265,15,0,22,25
850,204000,4156.798604480132,81,53760.0,2,3579,20.00279103973769,15,0,22,25
851,204240,4173.197814955107,83,53280.0,1,3504,19.204370089786927,16,0,23,24
852,204480,4114.318697641093,76,54960.0,2,3460,18.962604717813047,17,0,23,23
853,204720,4057.9920056216934,82,54480.0,1,3568,19.61598875661382,15,0,22,24
854,204960,3961.112982253086,80,55440.0,1,3522,19.37403549382732,13,0,23,25
855,205200,4050.9582175925934,78,54960.0,2,3392,18.683564814814815,17,0,20,22
856,205440,4303.374074074074,80,53040.0,1,3422,18.851851851851947,14,0,19,22
857,205680,4060.1883101851863,76,55200.0,2,3476,19.223379629629633,18,0,20,22
858,205920,4362.6727816358025,82,52320.0,1,3464,19.254436728395103,20,0,23,23
859,206160,4041.1818555094605,82,54480.0,1,3456,19.23628898108077,14,0,21,23
860,206400,4732.876678240741,90,48240.0,1,3385,18.84664351851855,13,0,20,22
861,206640,4356.637352109054,81,52560.0,1,3711,20.32529578189307,12,0,22,26
862,206880,4326.994444444445,81,52560.0,1,3482,19.61111111111117,11,0,20,23
863,207120,4473.324417562724,89,50160.0,1,3318,18.95116487455209,15,0,22,24
864,207360,4591.733506944444,86,50160.0,1,3365,19.13298611111102,12,0,20,23
865,207600,4078.1530541200123,82,54240.0,1,3435,19.293891759976987,10,0,23,23
866,207840,3997.2336419753087,78,55680.0,1,3451,19.132716049382758,15,0,21,24
867,208080,3947.235474537037,78,55920.0,1,3523,19.129050925926038,13,0,22,24
868,208320,4132.609577642427,83,53520.0,1,3527,19.380844715147205,15,0,23,23
869,208560,3789.40404265873,71,58320.0,1,3357,18.791914682539826,17,0,19,24
870,208800,4123.839984388458,79,54480.0,1,3468,18.92003122308368,15,0,22,24
871,209040,4021.1022073412705,80,54480.0,2,3277,18.39558531746047,18,0,20,23
872,209280,4682.07170138889,88,49200.0,1,3511,19.456597222222285,14,0,23,25
873,209520,4066.186870483288,80,54480.0,1,3426,19.226259033423833,13,0,22,25
874,209760,2802.8605698394326,60,66240.0,1,3443,18.878860321134763,14,0,27,27
875,210000,3424.8100193763266,73,59760.0,1,3193,17.979961247347102,15,0,21,22
876,210240,2992.3326383575077,47,67200.0,1,2237,11.93472328498372,12,0,12,13
877,210480,3283.9477623456796,57,63840.0,1,2755,14.704475308641886,10,0,15,16
878,210720,3588.143460648148,67,59760.0,1,2600,14.313078703703692,10,0,16,15
879,210960,3355.674829793029,65,61920.0,1,3012,16.250340413943412,14,0,17,19
880,211200,3029.254965312224,50,66240.0,2,2241,12.090069375551156,10,1,13,14
881,211440,3105.5644743217053,55,65040.0,2,2688,14.471051356589197,7,0,17,16
882,211680,3346.1175381263615,67,61680.0,2,3122,17.36492374727676,11,0,18,22
883,211920,3575.4200810185184,69,59760.0,2,3418,18.759837962963122,13,0,21,24
884,212160,3801.6177262776337,75,57360.0,1,3523,19.36454744473162,11,0,21,24
885,212400,3789.8815972222224,76,56880.0,2,3500,18.83680555555567,13,0,24,25
886,212640,3726.2900655864196,76,57120.0,2,3510,19.019868827160593,12,0,21,24
887,212880,3744.5732060185187,75,57360.0,1,3767,20.453587962962853,13,0,21,23
888,213120,3525.0958829365086,69,60240.0,2,3301,18.408234126984095,8,0,19,23
889,213360,3543.183217592593,68,60240.0,2,3375,18.23356481481486,8,0,22,22
890,213600,3262.840509259259,70,61920.0,1,3185,17.918981481481637,7,0,19,22
891,213840,3420.999652777778,65,61680.0,2,3338,18.600694444444418,12,0,19,23
892,214080,3526.820543981482,63,61200.0,1,3300,17.95891203703707,7,1,17,19
893,214320,3581.1932291666662,61,61440.0,2,3107,17.213541666666714,8,0,18,20
894,214560,3141.728796897547,55,65040.0,2,3308,18.142406204906237,8,0,20,22
895,214800,3373.456626359752,64,61920.0,2,3232,17.68674728049743,6,0,19,23
896,215040,4039.15553305041,72,56400.0,1,3256,18.288933899176914,6,0,21,22
897,215280,4057.7806134259254,70,56640.0,1,3206,18.038773148148135,4,0,19,22
898,215520,4149.688888888889,73,55680.0,1,3200,18.222222222222307,12,0,17,18
899,215760,4306.129224537038,81,53040.0,1,3188,18.341550925926075,8,0,19,20
900,216000,4352.373660714286,81,53040.0,2,3052,17.852678571428484,11,0,19,19
901,216240,4372.012384259258,82,52560.0,1,3194,18.575231481481392,6,0,17,20
902,216480,4550.500231481481,98,48480.0,2,3328,19.599537037037127,9,0,19,24
903,216720,3952.0570408950616,78,55680.0,1,3308,18.485918209876644,4,0,20,22
904,216960,3647.250360082305,69,59280.0,1,3497,19.09927983539099,4,0,18,20
905,217200,3858.306076388889,75,56640.0,1,3469,18.987847222222314,9,0,20,20
906,217440,3908.6883101851854,77,55680.0,1,3517,19.223379629629672,10,0,21,25
907,217680,3687.4728570426496,63,60480.0,1,3172,17.654285914702754,5,0,17,19
908,217920,3478.152912808641,67,60720.0,1,3582,19.2941743827161,12,0,21,23
909,218160,3864.383912037038,74,56880.0,1,3431,18.832175925926016,8,0,18,21
910,218400,3534.736144179894,75,58800.0,1,3438,19.127711640211583,10,1,19,20
911,218640,3150.5582754629622,62,63840.0,3,3374,18.483449074074134,10,0,20,22
912,218880,3425.4281458799687,65,61680.0,2,3433,18.74370824006245,9,0,20,21
913,219120,3815.530346331909,78,56400.0,2,3492,19.53930733618249,10,0,20,22
914,219360,3812.0833879886823,81,55680.0,1,3511,19.43322402263375,12,0,20,20
915,219600,3648.0030671296304,76,58080.0,1,3342,18.593865740740867,6,0,19,21
916,219840,3596.860474537037,73,59040.0,2,3413,18.879050925926038,9,0,18,18
917,220080,3587.1906986070503,64,60720.0,2,3219,18.218602785899904,10,0,19,21
918,220320,3480.0134259259257,73,59760.0,1,3266,18.573148148148242,5,0,19,23
919,220560,3429.1201967592588,68,60720.0,2,3325,18.359606481481435,8,0,19,21
920,220800,3408.252441077441,65,61680.0,2,3183,18.095117845118015,8,0,19,23
921,221040,3389.2456266534396,69,61200.0,1,3520,19.1087466931218,9,0,20,20
922,221280,3530.644080687831,71,59520.0,2,3518,19.311838624338648,8,0,19,24
923,221520,3621.9007748199583,82,57120.0,2,3573,19.79845036008244,9,0,20,23
924,221760,3446.1503637566143,67,61200.0,2,3270,18.299272486772573,9,0,17,21
925,222000,3541.2809027777776,68,60480.0,2,3239,18.038194444444517,11,0,19,21
926,222240,3562.314729387125,72,59040.0,3,3441,18.970541225749706,12,0,20,21
927,222480,3256.970138888888,67,62640.0,2,3406,18.65972222222217,9,0,20,22
928,222720,4169.951331018519,80,53760.0,2,3591,19.697337962963015,9,0,20,20
929,222960,3409.428472222223,72,60000.0,2,3457,18.743055555555628,7,0,21,20
930,223200,3486.530613425926,74,59280.0,2,3368,18.5387731481481,8,0,18,19
931,223440,3685.4611689814815,69,59280.0,2,3432,18.67766203703706,10,0,18,20
932,223680,3706.7184027777776,74,57840.0,2,3511,19.163194444444585,9,0,20,22
933,223920,3725.9692129629625,82,55680.0,3,3605,19.661574074074146,13,0,20,21
934,224160,3824.4805073302477,74,57360.0,1,3347,18.638985339506206,7,0,19,19
935,224400,3373.7818512088475,67,61440.0,2,3235,18.036297582304616,11,0,19,21
936,224640,3194.808101851852,67,62640.0,2,3279,17.983796296296294,10,0,18,20
937,224880,3730.3639467592593,72,58320.0,1,3356,18.8721064814814,9,0,18,20
938,225120,3988.490972222223,75,55680.0,1,3618,19.618055555555635,8,0,18,23
939,225360,3719.655873842593,80,56400.0,2,3547,19.28825231481482,12,0,19,18
940,225600,3968.3484044312167,85,54000.0,1,3583,19.903191137566083,11,0,19,19
941,225840,3234.2728009259263,72,61440.0,1,3472,19.054398148148113,10,0,18,20
942,226080,3457.452777777777,69,60480.0,2,3375,18.69444444444453,8,0,18,20
943,226320,3856.753249007936,84,54960.0,1,3420,19.093501984127037,6,0,20,21
944,226560,3574.007349537037,72,59040.0,2,3365,18.58530092592594,9,0,19,19
945,226800,3699.5435791446207,64,59760.0,2,3390,18.51284171075826,10,0,19,18
946,227040,3946.788072273663,82,54720.0,2,3331,19.023855452674923,9,0,19,20
947,227280,3597.4905175264553,76,58080.0,3,3535,19.61896494709014,11,0,21,22
948,227520,3281.8685763888893,72,61200.0,2,3402,18.86284722222227,10,0,19,23
949,227760,3612.894245113169,77,57840.0,1,3665,19.811509773662625,11,0,21,21
950,228000,3525.8798611111115,70,60000.0,1,3412,18.84027777777779,11,0,19,21
951,228240,3580.218375220459,73,58800.0,1,3526,19.163249559083045,9,0,19,20
952,228480,3287.189588155864,71,61200.0,2,3517,19.220823688271583,7,0,22,23
953,228720,3586.4966879696726,68,59760.0,3,3577,19.606624060654998,8,0,20,22
954,228960,3655.8341067754263,76,57600.0,3,3640,19.93178644914746,10,0,20,20
955,229200,3306.773914492144,67,61680.0,3,3497,19.05217101571279,8,0,19,20
956,229440,3548.2449680335094,70,59760.0,3,3518,19.110063932980495,14,0,20,19
957,229680,3583.52193287037,70,59760.0,2,3392,18.5561342592593,9,0,19,21
958,229920,3331.074431818182,61,63120.0,2,3539,19.451136363636454,7,0,19,21
959,230160,3700.9104497354497,82,56400.0,2,3577,19.77910052910065,9,0,19,22
960,230400,3380.196122685186,65,61920.0,3,3295,18.20775462962969,9,0,18,20
961,230640,3480.204947916667,73,60000.0,2,3263,18.190104166666753,10,2,18,21
962,230880,3269.14212962963,66,62400.0,3,3358,18.315740740741013,14,0,18,18
963,231120,3391.61356095679,70,61200.0,2,3548,19.372878086419743,10,0,19,21
964,231360,3531.5043643904323,68,60000.0,1,3600,19.591271219135628,8,0,19,21
965,231600,3421.034540343915,66,61440.0,3,3598,19.5309193121693,11,1,20,21
966,231840,3440.349410273368,71,60240.0,2,3398,18.901179453262664,12,0,20,22
967,232080,3360.9142413720538,63,62400.0,3,3464,18.771517255892313,8,0,20,19
968,232320,3572.2389467592593,79,57840.0,2,3512,19.122106481481396,12,0,20,21
969,232560,3326.1034336419757,68,61920.0,2,3551,19.393132716049497,9,0,19,22
970,232800,3416.1644868827166,74,60000.0,2,3505,19.271026234567977,11,0,20,23
971,233040,3094.2388503086418,71,62400.0,2,3483,19.122299382716072,8,0,21,23
972,233280,3641.361053240741,77,58080.0,2,3658,19.877893518518363,12,0,21,21
973,233520,3159.6335963804718,63,63840.0,2,3560,19.332807239057367,10,0,21,24
974,233760,3460.751388888889,69,60240.0,2,3497,19.09722222222223,10,1,20,24
975,234000,3339.3056852280524,69,61200.0,1,3447,18.988629543895733,11,0,21,25
976,234240,3259.641724537037,70,61680.0,2,3505,19.3165509259261,10,0,20,25
977,234480,3481.8202546296297,65,60960.0,2,3434,18.959490740740772,13,0,19,23
978,234720,3431.454899691358,65,61680.0,1,3600,19.69020061728403,8,0,22,23
979,234960,3313.659002976191,72,60960.0,2,3506,19.28199404761917,8,0,21,24
980,235200,3537.3570023148154,71,59760.0,1,3472,18.885995370370452,11,0,20,24
981,235440,3369.0201967592593,71,60960.0,1,3415,18.559606481481513,7,0,19,22
982,235680,3458.313888888889,70,60720.0,1,3452,18.97222222222222,11,0,19,22
983,235920,3662.3170717592598,71,59040.0,1,3513,18.965856481481566,11,0,20,22
984,236160,3704.875520833333,78,57120.0,1,3437,18.84895833333324,9,0,22,23
985,236400,3737.588966049383,75,57840.0,1,3553,19.422067901234477,10,0,23,25
986,236640,3652.760595538721,77,57600.0,1,3675,20.078808922558924,15,0,21,26
987,236880,3282.166145833333,72,60960.0,2,3556,19.26770833333337,13,0,23,24
988,237120,3248.3305968915347,71,61440.0,1,3459,18.93880621693116,9,0,21,24
989,237360,3752.5950424382713,78,56880.0,1,3543,19.409915123456933,12,0,21,25
990,237600,3323.082600308642,70,61200.0,2,3548,19.434799382716147,11,0,21,25
991,237840,3674.0592592592598,77,57600.0,2,3494,19.481481481481595,13,0,20,24
992,238080,3621.9381298100047,68,59520.0,2,3575,19.723740379990428,13,0,22,24
993,238320,3235.102124669312,58,64320.0,2,3316,18.39575066137567,13,0,20,24
994,238560,3715.8200011022927,80,56880.0,2,3382,18.959997795414694,11,0,22,24
995,238800,3666.452199074074,76,58080.0,2,3562,19.69560185185192,13,0,21,23
996,239040,3799.305176183128,83,55920.0,1,3659,19.989647633744962,10,0,24,23
997,239280,3436.9874999999997,78,59040.0,2,3581,19.62500000000008,13,0,22,24
998,239520,3525.1102550287364,72,59040.0,1,3327,18.3794899425288,9,1,22,24
999,239760,3736.947143031189,77,57120.0,1,3360,18.705713937621777,12,1,21,24
1000,240000,3524.3426097393694,75,59280.0,1,3395,18.914780521262042,5,0,22,23
1001,240240,3428.878624789562,71,60240.0,1,3463,18.84275042087549,10,0,23,25
1002,240480,3722.012094907407,75,57600.0,1,3365,18.57581018518522,9,0,21,24
1003,240720,3722.9674107142855,77,57360.0,1,3441,18.665178571428687,11,0,23,24
1004,240960,3071.065625,66,63840.0,3,3539,19.46875000000011,13,0,21,25
