step,GAT-OFF_coverage_mean,GAT-OFF_coverage_std,GAT-OFF_repeat_mean,GAT-OFF_repeat_std,GAT-ON_coverage_mean,GAT-ON_coverage_std,GAT-ON_repeat_mean,GAT-ON_repeat_std,GAT-CIR_coverage_mean,GAT-CIR_coverage_std,GAT-CIR_repeat_mean,GAT-CIR_repeat_std
124,0.7961842105263158,0.14684935607452074,0.3949,0.11160551061663578,0.8838157894736842,0.1570046733429408,0.3283,0.11932355174063498,0.8956578947368421,0.15777029087074804,0.3193000000000001,0.1199054210617685
125,0.7997368421052633,0.147034160389107,0.39702380952380956,0.1108590891822632,0.8865789473684211,0.15656435137630678,0.3315476190476191,0.11804455064086623,0.8985526315789475,0.15768511304288133,0.3225198412698413,0.118889569357728
126,0.8022368421052632,0.14675925553733424,0.3999015748031496,0.1097805454806831,0.889078947368421,0.15605346365270314,0.33494094488188975,0.1167329058819433,0.9014473684210527,0.15746317117665423,0.3256889763779528,0.11778741151009567
127,0.8052631578947368,0.1470179102285767,0.40234375,0.10911485524777177,0.8913157894736843,0.15531689525012565,0.3384765625,0.11527425819345265,0.9051315789473685,0.15757747731621013,0.32822265625,0.1169520339456247
128,0.8082894736842106,0.14710567507709957,0.40474806201550384,0.10833363668468574,0.8939473684210526,0.15480776212224115,0.3416666666666667,0.11400571629157293,0.9077631578947368,0.15701393581074632,0.33149224806201544,0.11563041784512325
129,0.8105263157894737,0.1472626500122915,0.4076923076923077,0.10761501347052072,0.8964473684210527,0.1541514054985374,0.34490384615384617,0.11264910401816196,0.9113157894736844,0.1570704360586565,0.33403846153846156,0.11478224173517208
130,0.8130263157894738,0.1475761576243567,0.4104007633587786,0.10702087766651822,0.8990789473684211,0.15384336342824192,0.3479961832061068,0.11156579790597697,0.9142105263157895,0.15672240221914904,0.3370229007633588,0.11365365046426835
131,0.8147368421052633,0.14771434962749075,0.4136363636363637,0.10630956980766379,0.9024999999999996,0.15363886091899906,0.35047348484848484,0.1105734226310978,0.9171052631578946,0.15625796378596965,0.33996212121212127,0.11245838302778118
132,0.8165789473684212,0.1476010851329013,0.41672932330827067,0.10542934652350093,0.9052631578947367,0.15318185741282553,0.3533834586466166,0.10941561243773254,0.9198684210526317,0.1557585206626038,0.3429511278195489,0.11125608618757414
133,0.8188157894736842,0.14788039591455274,0.4194962686567164,0.10484057919315308,0.9080263157894736,0.15271430380700302,0.35625,0.10826760344526333,0.9218421052631578,0.15508486641021324,0.3461886993603412,0.11008859431664668
134,0.8207894736842105,0.14771083340333957,0.42240740740740745,0.1039446605430908,0.9098684210526315,0.15200614827556616,0.3597222222222222,0.10696728952725025,0.924078947368421,0.15442968753886605,0.34919312169312167,0.10895696150563956
135,0.8228947368421053,0.1477886395987859,0.42518382352941175,0.10323471148444605,0.9122368421052631,0.15140906735948928,0.36277573529411766,0.10576368675846677,0.9264473684210527,0.15376276606235598,0.352061449579832,0.10783869815427108
136,0.8253947368421052,0.14761557048021542,0.42764598540145987,0.10236116201182822,0.9152631578947366,0.15135033930505817,0.3653284671532847,0.10495096521153667,0.9289473684210525,0.1531976797666093,0.3547966631908238,0.10681125091985993
137,0.8276315789473683,0.147519893958657,0.4302536231884059,0.10155355018893054,0.917236842105263,0.15066674301757355,0.3685688405797102,0.10371985932369193,0.9305263157894735,0.1526733155277576,0.35787505100421635,0.10595484863057628
138,0.8303947368421053,0.14768170412773554,0.4324640287769784,0.10093353879233724,0.9190789473684209,0.14996046339524777,0.3718525179856115,0.1024909641909967,0.9317105263157893,0.1520621751937468,0.36117892964043785,0.10507006282446642
139,0.8324999999999999,0.14737611587053676,0.4350892857142858,0.1000052214835785,0.9213157894736842,0.14937288113218053,0.3748214285714285,0.10136016933969393,0.9331578947368419,0.15154193627096582,0.36401294813992396,0.10437564004658839
140,0.835,0.1473733551805567,0.4374113475177305,0.09929410455427577,0.9234210526315788,0.14875731784415974,0.37783687943262406,0.10022656166805087,0.9344736842105261,0.15098453443942264,0.36689542027771516,0.10368675783391544
141,0.8372368421052633,0.14714333138915664,0.4398767605633802,0.09844096114063296,0.925,0.14798391205515152,0.3811619718309859,0.09900332144534783,0.9360526315789475,0.15024472188497548,0.3695612378783545,0.10289975482567994
142,0.8389473684210526,0.14660185968519598,0.4426573426573427,0.09739284384680853,0.926578947368421,0.14725065783447958,0.38444055944055944,0.0978238635963326,0.9373684210526315,0.1497611209620192,0.3723645964915723,0.10231465518069205
143,0.8409210526315789,0.1464716015321798,0.4452256944444445,0.09663057045525751,0.9284210526315789,0.1466561735522826,0.3875,0.09675233671851975,0.9385526315789473,0.149491925777201,0.37498515301837887,0.10198118475996151
144,0.8428947368421053,0.14592360350862305,0.4477586206896551,0.09560511954013236,0.9301315789473683,0.1459577097898272,0.39037595785440615,0.09574143562334912,0.9396052631578946,0.1492466655390171,0.3776557708344708,0.10169308447774908
145,0.8451315789473683,0.14537484979496484,0.45008561643835615,0.09459322418165521,0.9314473684210526,0.14507490423686373,0.3932449942266309,0.09474151494996147,0.9405263157894737,0.1489492281825498,0.380375421283219,0.10140390832791614
146,0.8468421052631578,0.14490086399953464,0.4527210884353742,0.09364341550990334,0.9328947368421053,0.14452256866380972,0.3959899620767847,0.09397974364242075,0.9414473684210526,0.14865946463845753,0.3828367482797711,0.10121459130455474
147,0.8488157894736842,0.14469251713628958,0.455152027027027,0.09287695356721291,0.9342105263157894,0.14393076975405386,0.3987822952262608,0.09321596792407492,0.9430263157894737,0.1482568964356135,0.38462418622792327,0.1010045443643234
148,0.8507894736842104,0.14440656095775367,0.4575503355704698,0.09207129725494363,0.9349999999999999,0.14347077843912318,0.4018727178636632,0.09256500567425795,0.9444736842105262,0.14780925606092912,0.38625612437412316,0.10084983235535867
149,0.8526315789473683,0.14407263865063427,0.45999999999999985,0.09124600447873503,0.936315789473684,0.1429012792919248,0.4045886015325671,0.091860604060773,0.9455263157894735,0.14756823859337498,0.38811630334504044,0.10086569640628008
150,0.8544736842105263,0.14389732604608502,0.46241721854304635,0.09053143029389456,0.9369736842105263,0.14220872208524735,0.4076824205171145,0.09111449098782025,0.9464473684210526,0.14730326332108717,0.3900346256408461,0.10089917845663127
151,0.8563157894736841,0.14403033306253674,0.46480263157894736,0.09001895816408546,0.9377631578947367,0.14128485155804354,0.41065329451502325,0.09025034573291053,0.947236842105263,0.14698605234677042,0.3918029900535335,0.10097622517749623
152,0.8577631578947367,0.14449375519675142,0.46740196078431373,0.08971834473000903,0.9388157894736839,0.14054424042985733,0.4134219348659004,0.08951852457448232,0.9480263157894736,0.1466993151250944,0.3935482385915452,0.10109250702598666
153,0.8593421052631578,0.14467097783679644,0.4698863636363636,0.08924508373049132,0.939473684210526,0.14019673553167922,0.41639812534209086,0.08905716136374832,0.9486842105263158,0.1460455190302286,0.3949487988156348,0.10109914560536266
154,0.8607894736842103,0.14446601456010644,0.4724193548387097,0.08854368634329104,0.9402631578947366,0.1398161139009778,0.41905627364540055,0.08866927597672132,0.9498684210526317,0.14523711389337632,0.3960087066497362,0.10097749797674684
155,0.8625,0.1439304690359116,0.4747596153846154,0.08764996511802307,0.9409210526315788,0.1395021693851314,0.4217604713294369,0.08834826958332126,0.9506578947368421,0.14430527765087017,0.39690252385403724,0.10089351040920434
156,0.8647368421052632,0.14375841538657774,0.47675159235668796,0.08698757618933049,0.9414473684210524,0.13904819657057438,0.42412195671241903,0.08811224589636736,0.9517105263157895,0.14346154667352926,0.3976257191831243,0.10083211943845644
157,0.8667105263157895,0.14371475239307085,0.47887658227848096,0.08641076884393502,0.9421052631578947,0.1380964775767781,0.42637443595131286,0.08761552198208129,0.9527631578947368,0.14263176102144137,0.3983397601409571,0.10078737304594741
158,0.8678947368421053,0.1436649302661079,0.4814465408805031,0.08583753695144812,0.9428947368421052,0.137473492786197,0.4285199657658181,0.08733100089668258,0.9532894736842106,0.14165346063046697,0.39898113025480153,0.10076846919046555
159,0.869342105263158,0.14376774851288926,0.4838281249999999,0.085362100679528,0.9435526315789472,0.13681293970569497,0.430716801457642,0.08706095015206138,0.9536842105263158,0.1409391727502062,0.3996926082422229,0.10092226657579113
160,0.8703947368421053,0.1435739768972959,0.4864130434782609,0.08471756400772121,0.9442105263157894,0.13587869365938765,0.4327019528551575,0.0867226312466492,0.9539473684210525,0.14072059308629833,0.4002884933353906,0.10134400743220179
161,0.8715789473684211,0.14341887975176795,0.48888888888888893,0.08410366405196269,0.945,0.13496921778943716,0.43440331778116015,0.08646846506835612,0.954342105263158,0.14000711052382275,0.40079986132864265,0.10150519914383739
162,0.8732894736842105,0.1435001592555604,0.49102760736196316,0.08363506214281127,0.9453947368421052,0.13401914889846206,0.43631386841359204,0.08625616057581305,0.9547368421052631,0.13899769822124147,0.40112507150814736,0.10151273223703443
163,0.874736842105263,0.1431114475735355,0.4932926829268293,0.08289992389930409,0.9461842105263157,0.13364036527156342,0.4379724611114823,0.0863391229341149,0.9552631578947368,0.13802374439429071,0.401370096197658,0.10151196283011776
164,0.8763157894736843,0.14245327756176282,0.4954545454545456,0.08201855374768163,0.9469736842105261,0.13303217229026193,0.4396109496554586,0.0863235133744183,0.9556578947368422,0.1370223382924687,0.4016879084666899,0.10153956016618927
165,0.8777631578947368,0.1416915884330717,0.4976656626506024,0.0810885596454326,0.9478947368421051,0.1324382467290922,0.44115439616878466,0.08632251955362215,0.9557894736842105,0.1365193562321431,0.40215249408187786,0.10186987755049268
166,0.8793421052631579,0.14079875768700867,0.49977544910179644,0.08009510167823845,0.9482894736842103,0.13172695622851807,0.442636071372594,0.08639641234813879,0.9559210526315789,0.13601693260649084,0.4026115157974828,0.10220730589269794
167,0.8807894736842105,0.1401080410179756,0.5019345238095237,0.07922776128992669,0.9489473684210527,0.1310447048966132,0.4439512980620721,0.08647724050965631,0.9559210526315789,0.13601693260649084,0.40313947773075914,0.10280440940876617
168,0.8823684210526315,0.13987058719914958,0.5039940828402367,0.07862547801135626,0.9497368421052632,0.13035191022234757,0.4451769954416157,0.08655525605956091,0.9561842105263156,0.1355487334550723,0.4035132625997363,0.10312378225099983
169,0.8838157894736842,0.13976700784517948,0.5061029411764705,0.07810509261936499,0.9501315789473684,0.13019130128679074,0.4464435286821308,0.08696957127281682,0.9567105263157896,0.13458275265805567,0.4037355911761373,0.1031546826740732
170,0.8855263157894736,0.13968082929315018,0.5080409356725146,0.07760046071841677,0.9510526315789474,0.129577942618705,0.44740285100755217,0.08710741184358088,0.9571052631578947,0.13358497145389503,0.404028418833516,0.1032218496611614
171,0.8865789473684209,0.13957270566341037,0.5103197674418605,0.07708957580246503,0.9519736842105264,0.1289685133039174,0.4483510184222128,0.0872570576544584,0.9574999999999999,0.1328733046813878,0.40431784151813455,0.10340799857052403
172,0.8878947368421051,0.1393976952877039,0.5124277456647399,0.07654786735451949,0.9526315789473685,0.128330964950385,0.4492731013634684,0.08744930660120609,0.9578947368421054,0.13188123171921923,0.40460391827576325,0.10348865804073387
173,0.8890789473684209,0.13927810269097105,0.5145833333333334,0.07604264227380603,0.953421052631579,0.1277416779602047,0.4501127465697669,0.0876503775154055,0.9581578947368421,0.13113319231767298,0.4049585458752583,0.10371742148698078
174,0.8903947368421052,0.13905168283273298,0.5166428571428571,0.07548519925205503,0.9542105263157895,0.1269130616120982,0.4509427958308507,0.08775760508397493,0.958421052631579,0.1303856415118834,0.40530912058790197,0.10395155007302266
175,0.8915789473684208,0.13896530984645133,0.51875,0.07500968429211861,0.9548684210526316,0.12605036532409553,0.4518344354412404,0.08788868075570598,0.9588157894736842,0.1296764431841709,0.4055846887697201,0.10415208146966659
176,0.8927631578947366,0.13851426469337266,0.5208333333333334,0.0743438143834486,0.9552631578947368,0.12560104803980762,0.45285724296563695,0.08825835302783538,0.9590789473684211,0.12892984574819646,0.4059277646556986,0.10439459865184124
177,0.893815789473684,0.1384102332173448,0.5229634831460674,0.07387063008790874,0.9555263157894738,0.125111861305534,0.4539387829897592,0.08865178343520426,0.9594736842105263,0.12794833185027732,0.40619676103734015,0.10450471398999409
178,0.8951315789473682,0.13828509182301113,0.5249301675977653,0.07339152917981037,0.9559210526315789,0.1244207492871892,0.4549384063655674,0.08894921660472413,0.9598684210526315,0.1269716389254417,0.4064627518728182,0.10462148576053608
179,0.8959210526315788,0.13803497037740622,0.5271527777777777,0.07285178992140885,0.9563157894736841,0.12396776008368549,0.4559269228149777,0.08935226554823916,0.9601315789473684,0.12651375660147907,0.4067952316990131,0.10497426055710146
180,0.8969736842105261,0.13811973157122584,0.5292127071823204,0.07249378176390307,0.9565789473684211,0.12405180536982306,0.45697357720417353,0.08999986661829884,0.9605263157894737,0.12554865739609175,0.40705497694149306,0.10510181973038954
181,0.8984210526315788,0.138630519917627,0.5310439560439559,0.07236208457238773,0.9569736842105263,0.12355613469614785,0.45779585575435267,0.09037227468925439,0.9610526315789475,0.12462853392439487,0.4072431865219679,0.10518863780848794
182,0.8992105263157895,0.1389042496891922,0.5331967213114754,0.07210876349985387,0.9576315789473686,0.12313961852697743,0.4584725356318522,0.09071453442635924,0.9614473684210527,0.12367378175518372,0.4073550282321702,0.10522879903775528
183,0.9001315789473685,0.13857324782890243,0.535258152173913,0.07154597034644421,0.9581578947368421,0.122686061987881,0.4590687283141996,0.09104445110785399,0.9617105263157895,0.12293861213862241,0.4075335890542182,0.10540077677736914
184,0.9009210526315791,0.13837770734188606,0.5373648648648649,0.07105882268907665,0.9585526315789472,0.12224774751648058,0.45958650152219016,0.0913793784100007,0.9619736842105263,0.12220412003246284,0.4077102194890008,0.10557429543337095
185,0.9021052631578949,0.13768364719022047,0.5392473118279569,0.07032229291973627,0.9592105263157894,0.12159062372729795,0.45982625740710736,0.09152562804580726,0.9623684210526315,0.12150972055093225,0.4078177463707213,0.1056970916406508
186,0.9031578947368419,0.1369068672664346,0.5411764705882354,0.06955161706048817,0.9596052631578947,0.12085302479089231,0.4600605740076478,0.09167373805463522,0.9627631578947369,0.12056617072606109,0.40778755834243074,0.10563824795381248
187,0.9042105263157895,0.13600554005336604,0.5430851063829787,0.06872620375037114,0.9598684210526315,0.12012480525089353,0.4603588872400975,0.09186623362914124,0.9631578947368421,0.11962834876506005,0.4077576914633775,0.105580147679292
188,0.9051315789473685,0.13516296463273605,0.5450396825396825,0.06793905629687788,0.9602631578947369,0.11939047647352855,0.460587906152627,0.09201997811740366,0.9635526315789473,0.11869639043582189,0.40772814063595425,0.10552277735288412
189,0.9057894736842107,0.13425592627371122,0.5471052631578947,0.06712796313685561,0.9607894736842105,0.11849383728145615,0.46074872486607726,0.09208093219029702,0.9639473684210526,0.117770434941289,0.40769890086987237,0.1054661238247664
190,0.9065789473684213,0.1337621509224137,0.5490837696335078,0.06653091276245707,0.9614473684210527,0.11760029903197514,0.46084241458776365,0.09210043466218058,0.9643421052631579,0.11685062498573463,0.40766996727935156,0.1054101742505626
191,0.9076315789473686,0.13301037178645161,0.5509114583333334,0.06581242354017137,0.961842105263158,0.11724710510929341,0.46106533670818256,0.09237500135690033,0.9647368421052631,0.11593710683979601,0.40764133508039874,0.10535491608270466
192,0.908421052631579,0.13250097997860566,0.5528497409326425,0.0652206896267748,0.9625,0.1169021745779463,0.4611564150760582,0.09255827336311077,0.9651315789473685,0.11503003040396381,0.40761299958817065,0.10530033706208167
193,0.9090789473684213,0.1320975962337995,0.5548324742268042,0.06468696722789151,0.9630263157894736,0.11600003283503214,0.46118412460012215,0.09254796350466793,0.9655263157894737,0.11412954927020653,0.4075849562144193,0.1052464252099645
194,0.9096052631578949,0.13181629908171869,0.5568589743589744,0.0642181969885296,0.9632894736842106,0.11528440984085651,0.46133975505214425,0.09268718434729603,0.9659210526315789,0.11323582078138189,0.4075572004650141,0.10519316882019622
195,0.9105263157894736,0.13156052502613522,0.5586734693877551,0.06376658100756556,0.9636842105263158,0.11438926106541389,0.46143002192812543,0.09272646618254811,0.9663157894736842,0.11234900608806056,0.4075297279375415,0.10514055645163786
196,0.9111842105263159,0.1313679228862012,0.5605964467005078,0.06335001357456402,0.9639473684210527,0.11367720494983924,0.46158282416577184,0.09286892759461238,0.966578947368421,0.11163944487039304,0.40756598609562716,0.10520678878921907
197,0.9119736842105265,0.13091272123715653,0.5624368686868688,0.06281165917944379,0.9643421052631579,0.1129694728701255,0.4616709516333408,0.09296231965795101,0.9669736842105262,0.11076251390942074,0.4075387466965603,0.10515459456375613
198,0.9127631578947369,0.13074810051956273,0.5642587939698493,0.06241743492139929,0.9647368421052631,0.11226514420726548,0.4617581933977183,0.09305549553205066,0.9673684210526317,0.1098929219450862,0.4075117810602982,0.10510302201990442
199,0.9135526315789475,0.13036087509767907,0.5660624999999999,0.06192141567139755,0.9652631578947368,0.1115758440482045,0.46178206274445194,0.09309806763838016,0.9677631578947368,0.10903084457735839,0.4074850850803987,0.10505206052316449
200,0.9144736842105262,0.13026847410736178,0.5677860696517414,0.061569676816912285,0.9655263157894737,0.11086695627850453,0.4619300726947008,0.09324116053845673,0.9680263157894737,0.10833119360057478,0.40752084378686637,0.10511720060784399
201,0.9151315789473683,0.13002736500817635,0.5696163366336634,0.061151483543449264,0.9657894736842104,0.11015916462667341,0.46207661719989745,0.09338544962936736,0.968421052631579,0.10747994723748124,0.40749436725861654,0.10506662952105145
202,0.9159210526315789,0.12968231746311398,0.5713669950738918,0.06068876925613708,0.9660526315789474,0.1094524903573663,0.4622217179168658,0.09353086695353811,0.9686842105263157,0.10718282462566865,0.4075297279375415,0.1052198046254785
203,0.9168421052631579,0.1288866667005769,0.5730392156862745,0.06002075164977845,0.9663157894736842,0.10874695525396705,0.4623653960777855,0.09367734696412588,0.9689473684210526,0.10689718569845191,0.4075647419431438,0.10537205485661966
204,0.9180263157894736,0.12835598815517282,0.5745731707317073,0.05948204329142152,0.966842105263158,0.10807238263865879,0.4623857212810375,0.09371571863483627,0.9692105263157895,0.10662312274881627,0.40759941434869135,0.10552338290041391
205,0.9185526315789472,0.12786732162307213,0.5763956310679612,0.0589679395834556,0.9669736842105264,0.10753301045702263,0.46258788798717043,0.09396125209811829,0.9696052631578947,0.10580935594782809,0.4075730705172919,0.10547246054774718
206,0.9194736842105262,0.1275471777362261,0.5780193236714977,0.058536144371698,0.9672368421052633,0.10682873587600046,0.4627277149183652,0.09410833313387666,0.97,0.10500428694585909,0.4075469812156644,0.10542211291137994
207,0.9207894736842105,0.12723323621951915,0.5794471153846155,0.05811133385026117,0.9676315789473685,0.10596509381882906,0.4628061012059904,0.0941578245616833,0.9703947368421053,0.10420811732994471,0.4075211427727064,0.10537233063119283
208,0.9215789473684209,0.12691360727641207,0.5811004784688995,0.057688003307460024,0.9680263157894737,0.10510934485920509,0.4628837373856003,0.09420937293560828,0.9707894736842105,0.10342105263157894,0.4074955515875757,0.10532310454443176
209,0.9222368421052632,0.1265279878819367,0.582689393939394,0.05730726908222779,0.968421052631579,0.10426168334991744,0.4629606341730234,0.09426290882017749,0.9710526315789474,0.10275296465383545,0.4075297279375415,0.10538287579781731
210,0.9226315789473685,0.1262071901582688,0.5843817320120637,0.05696279054892663,0.9688157894736843,0.103422308148265,0.4630368020809449,0.0943183647454452,0.9711842105263159,0.10264330229939607,0.4076228220472234,0.10563879923899235
211,0.9231578947368421,0.12560545888590613,0.585999142367067,0.05649927086605351,0.969078947368421,0.10273232234988977,0.4631712136878482,0.09447048795275484,0.9714473684210526,0.10197928677308897,0.40765607564643647,0.10569675928273757
212,0.9239473684210526,0.12490966264750968,0.587483994878361,0.0560010532889614,0.969342105263158,0.10204377896513223,0.4633043632139355,0.09462322957121659,0.9715789473684211,0.10187507966110101,0.4077477024512907,0.10594901078230429
213,0.9242105263157894,0.1242250214557384,0.5891886151231945,0.05551791556149374,0.9696052631578947,0.10151373349770294,0.4634362683519287,0.09480965604619827,0.9717105263157896,0.10177399803437161,0.40783847293086595,0.10619905994582214
214,0.9246052631578946,0.1236037672331965,0.5908192389006344,0.0550705695310132,0.9701315789473683,0.10070827772440588,0.4634506673956148,0.09480584253140648,0.9718421052631578,0.10167605121453979,0.40792839903388706,0.10644693427551284
215,0.9251315789473684,0.12269615139794335,0.592376893939394,0.05450578896369558,0.9707894736842106,0.09994077193386512,0.4634070627444521,0.09474106091626323,0.9719736842105263,0.10158124826955021,0.40801749248780605,0.10669266085259942
216,0.9256578947368421,0.12214006706801624,0.5939201927105152,0.05410244225673963,0.9713157894736841,0.09916165206871672,0.46342146366611114,0.09473816865059187,0.9722368421052632,0.10092877209206046,0.4080481611172651,0.10674477335998353
217,0.9260526315789473,0.12132663497588086,0.5955066722268557,0.05359678581920041,0.9715789473684209,0.09848435903771348,0.46355041136830516,0.0948902644163873,0.9723684210526315,0.1003680898622858,0.4081358878326923,0.1069028224782657
218,0.9267105263157894,0.12083869826024242,0.5969645080946451,0.05323682909784543,0.9719736842105263,0.09784122405537321,0.4636211038403424,0.09498018350092173,0.9726315789473684,0.09971705122349507,0.4081657357653302,0.10695413192864643
219,0.9271052631578947,0.12023493852958589,0.5985227272727272,0.05283675447987833,0.9723684210526315,0.09720291766308288,0.4636911536535429,0.09506970549363009,0.9728947368421054,0.09906802553907354,0.40819531235312595,0.10700514145599944
220,0.9276315789473684,0.11964716132569296,0.6000102838338133,0.05244968478739335,0.9727631578947369,0.09641523123658642,0.46366287311055654,0.09502155847527521,0.9731578947368421,0.09842105263157895,0.40822462127949366,0.1070558526476157
221,0.9278947368421052,0.11897356488428107,0.6015970515970517,0.052036786193794815,0.9731578947368421,0.09563753131549291,0.46363484734723653,0.09497396184346107,0.973421052631579,0.09777617324993686,0.4082536661614798,0.10710626711061498
222,0.928157894736842,0.11861125076848428,0.6031695882592744,0.05176141141488517,0.9734210526315789,0.09497375348176733,0.4636631267477133,0.09501751471447971,0.9736842105263157,0.09713342909159242,0.4082824505512507,0.107156386470345
223,0.9285526315789474,0.11797657814875691,0.6046722808441558,0.05137813375232896,0.9736842105263157,0.0943119125143015,0.4636911536535429,0.09506083548071619,0.9739473684210527,0.09649286282506747,0.4083109779375415,0.10720621236885595
224,0.929078947368421,0.11741229708563411,0.6061060606060606,0.05102947401895457,0.9740789473684209,0.09355355688342464,0.4636633758757652,0.09501354680073194,0.9742105263157894,0.09585451811291568,0.40833925174706537,0.10725574646344657
225,0.9296052631578947,0.11664419879948339,0.6075271520514883,0.050604622706215595,0.9744736842105264,0.09280598115694996,0.4636358439190296,0.09496678944085156,0.9744736842105264,0.09521843963506962,0.40836727534588546,0.10730499042527944
226,0.9301315789473683,0.11608954837106236,0.6089357228674408,0.0502740269135968,0.9747368421052631,0.09215562532899657,0.46366362061389543,0.09500965262604866,0.9746052631578948,0.0946537464522748,0.4084501181200463,0.1074587718453925
227,0.9307894736842105,0.1153973623898631,0.6102771132376397,0.049892766664421724,0.975,0.09150745848535384,0.4636911536535429,0.0950522906959144,0.9747368421052631,0.09408916028481971,0.4085322342032057,0.10761226733919114
228,0.9313157894736841,0.11464113584442902,0.6116613735609369,0.049495329358598905,0.9753947368421052,0.09078098739896032,0.46366386107712376,0.09500583015964535,0.9748684210526315,0.09352468307078245,0.4086136331153332,0.10776546232370278
229,0.9319736842105263,0.11375994979466773,0.6129792490118577,0.04905384846763023,0.9756578947368422,0.09014022240537717,0.4636911536535429,0.0950481347362834,0.9748684210526315,0.09352468307078245,0.40874867203692045,0.10809635937639547
230,0.9326315789473684,0.11288338797085423,0.6142857142857143,0.04862235063235937,0.975921052631579,0.08950183380717763,0.4637182099305992,0.09509021834905176,0.9748684210526315,0.09352468307078245,0.40888254179035544,0.10842497951732555
231,0.9332894736842106,0.11236033189175566,0.6155809169278996,0.04833671102884476,0.9761842105263158,0.0888658728185379,0.46374503296388775,0.09513208179480646,0.9751315789473685,0.0933875959364639,0.4089074988735022,0.10854134107663
232,0.9339473684210526,0.1113468912628719,0.616777130114225,0.04791400080616297,0.9764473684210525,0.08823239193260934,0.46377162575654723,0.09517372589486552,0.9753947368421052,0.09275811856412776,0.4089322417327592,0.10858509535800863
233,0.9344736842105263,0.110278230347801,0.6180165380596415,0.04748369079110415,0.9767105263157895,0.08760144495323544,0.46379799126038057,0.09521515149362261,0.9755263157894737,0.09219206436186327,0.40901019191800553,0.10873293546761106
234,0.9352631578947367,0.10934645947375701,0.6191390148736076,0.047110402959131284,0.9769736842105263,0.08697308702717187,0.46382413237694725,0.09525635945721898,0.9757894736842104,0.09156457842506929,0.40903428720805823,0.10877595679604427
235,0.9357894736842105,0.10829003325301483,0.6202722640622121,0.04674995586987525,0.9772368421052633,0.08685914904518224,0.46385005195862766,0.09537268337290868,0.9757894736842104,0.09156457842506929,0.40916411050412754,0.10909608214030161
236,0.9364473684210527,0.10729704477372391,0.6213432073504908,0.0464220239853374,0.9776315789473685,0.08619174334295956,0.46382301019362726,0.09532600424039307,0.9760526315789473,0.09093961650686408,0.40918735301288817,0.10913753320037034
237,0.937236842105263,0.10617785150201751,0.6223526301069351,0.046055213272206644,0.9780263157894737,0.08553754986947622,0.4637961956703496,0.0952798222549002,0.9763157894736842,0.0903172310030953,0.40921040020644917,0.1091787454752638
238,0.937763157894737,0.10513898926521935,0.6234582083214845,0.045738127716923815,0.9782894736842106,0.08493061776411977,0.4638219067916182,0.09531975033577329,0.9765789473684212,0.08969747554481998,0.40923325453646564,0.10921972047108416
239,0.938421052631579,0.10416998148003696,0.6245024900509126,0.045453835033047986,0.9784210526315789,0.08436088550252469,0.4638994869868762,0.0954454504984034,0.976842105263158,0.08908040502577874,0.409255918413732,0.10926045969546339
240,0.9390789473684208,0.10303320538905106,0.6255381055419224,0.045121094240661436,0.9785526315789473,0.08379120518575918,0.46397642336308653,0.09557117580545867,0.9771052631578947,0.08846607563013138,0.40927839420902934,0.10930096465694668
241,0.9394736842105262,0.10225639926740884,0.6266684680123452,0.04493741276722523,0.9786842105263158,0.08322157788056381,0.4640527239014768,0.09569690861540744,0.9772368421052631,0.0878973959572551,0.4093523371465144,0.109444292680394
242,0.9399999999999998,0.10124091560080711,0.6277380867587316,0.0446759832727134,0.9789473684210528,0.08261649208567821,0.46407695612267863,0.09573566587463651,0.9775,0.08728545125048044,0.40937423117093374,0.10948409856701304
243,0.9403947368421051,0.10056721061268187,0.6288501676465411,0.04454902514518095,0.9792105263157895,0.08201454164690092,0.4641009897191166,0.09577422080966858,0.9778947368421053,0.08664011596997583,0.4093447162279397,0.10942108905106464
244,0.9407894736842103,0.09989780096237912,0.6299531703230216,0.04443281141507006,0.9794736842105263,0.08141579610834546,0.4641248271229307,0.09581257435416164,0.978157894736842,0.08603733970035732,0.4093664626314191,0.1094606720447681
245,0.9411842105263156,0.09940012247995708,0.6310472054980671,0.044383050990546714,0.9797368421052631,0.08082032669914317,0.46414847072671356,0.0958507274536208,0.9782894736842106,0.0854670847530047,0.40943884524300034,0.10960214485554919
246,0.9415789473684208,0.09890886708945598,0.6321323820886995,0.04434295048404438,0.9800000000000001,0.08022820636754201,0.4641719228843121,0.09588868106457825,0.9784210526315789,0.08489687405538986,0.4095106417605606,0.10974327262981115
247,0.9419736842105262,0.09873674040506489,0.6332088072552137,0.04441423886208969,0.9802631578947368,0.07963950981482563,0.46419518591160747,0.09592643615380785,0.9788157894736841,0.08427002421151555,0.4094810528223342,0.10967971482660295
248,0.9422368421052629,0.09838894424187339,0.6343267872396676,0.044440573729298306,0.9803947368421053,0.07962635649205257,0.4642684628904908,0.09611729577986289,0.9792105263157895,0.08365731113519721,0.4094517015462621,0.10961675177304865
249,0.9426315789473684,0.09791312787067055,0.635385823384246,0.0444252783514447,0.9805263157894737,0.079617332708337,0.4643411536535428,0.09630681112900635,0.9794736842105263,0.08307040700981079,0.4094725850803987,0.10965521613547634
