step,GAT-OFF_coverage_mean,GAT-OFF_coverage_std,GAT-OFF_repeat_mean,GAT-OFF_repeat_std,GAT-ON_coverage_mean,GAT-ON_coverage_std,GAT-ON_repeat_mean,GAT-ON_repeat_std,GAT-CIR_coverage_mean,GAT-CIR_coverage_std,GAT-CIR_repeat_mean,GAT-CIR_repeat_std
28,0.2513157894736842,0.05033475198724763,0.17672413793103448,0.1648897047858112,0.26092105263157894,0.05165056118682668,0.14525862068965517,0.16920011423270812,0.2557894736842105,0.05310054227621128,0.1620689655172414,0.17395005228414034
29,0.2606578947368421,0.052211978704331884,0.17458333333333334,0.16533793256371768,0.2706578947368421,0.053630487825272785,0.1429166666666667,0.16982987811336378,0.26513157894736844,0.05521849699124651,0.1604166666666667,0.17485857380561393
30,0.26973684210526316,0.05403074430025825,0.17338709677419356,0.16557808737175916,0.2802631578947368,0.055566211658852026,0.1411290322580645,0.17028355185777236,0.2746052631578947,0.057373702074649945,0.15846774193548385,0.17582263539005633
31,0.2781578947368421,0.05560109706165728,0.17421875,0.16506575690179506,0.2898684210526316,0.05749427889158328,0.139453125,0.17068614045938785,0.2840789473684211,0.059525332720255036,0.156640625,0.17671583151325715
32,0.2869736842105263,0.057290356108572846,0.17386363636363636,0.16492678273680067,0.2988157894736842,0.05924545753243151,0.1397727272727273,0.17055510501760587,0.2934210526315789,0.06162335330968443,0.15530303030303028,0.17740056255818243
33,0.29552631578947364,0.05894443131780561,0.17426470588235293,0.1646976757409274,0.3080263157894737,0.061075738594595363,0.13933823529411765,0.1706527990143106,0.30289473684210527,0.06378471842619626,0.15367647058823533,0.17822200736731308
34,0.30407894736842106,0.060677585569810844,0.17464285714285716,0.16469630368948657,0.3165789473684211,0.06270727402834923,0.14071428571428574,0.17020545807694792,0.3122368421052632,0.06589609780837702,0.15250000000000002,0.17886083690845192
35,0.3119736842105263,0.06228272482506164,0.17673611111111112,0.16435719051057932,0.3260526315789473,0.06459923329133446,0.13958333333333336,0.17047019896324372,0.321578947368421,0.06801295297848187,0.1513888888888889,0.17947862591543823
36,0.3201315789473684,0.06396022721050906,0.17804054054054053,0.16422220499995574,0.3348684210526316,0.0666411972354569,0.1402027027027027,0.1711057766856326,0.3307894736842105,0.07009145193494733,0.1506756756756757,0.17996453875189172
37,0.32828947368421046,0.06563600521097701,0.17927631578947373,0.16409001302744256,0.34460526315789475,0.06863062539699222,0.13848684210526316,0.17157656349248052,0.33999999999999997,0.07216766412426243,0.15,0.18041916031065605
38,0.336578947368421,0.0672825315975235,0.18012820512820513,0.16389334619909565,0.35407894736842105,0.07050704273185937,0.1375,0.1717479246032472,0.3488157894736842,0.07410348289578107,0.15032051282051287,0.18050848397690264
39,0.345,0.06893983486363259,0.180625,0.1637321078011274,0.363421052631579,0.07238947062290008,0.13687500000000002,0.17192499272938763,0.3575,0.07601699675081784,0.1509375,0.1805403672831924
40,0.35355263157894734,0.07068263802773321,0.1807926829268293,0.16377684421060135,0.37276315789473685,0.07423326919143225,0.13628048780487806,0.17200391641917231,0.36631578947368426,0.07795694528750825,0.15121951219512195,0.18063194639788502
41,0.3618421052631579,0.07236842105263158,0.18154761904761907,0.1636904761904762,0.38157894736842113,0.07592914761186058,0.13690476190476192,0.17174450055063703,0.375,0.07986094216262724,0.15178571428571433,0.18063784536784733
42,0.37026315789473685,0.07405966375169314,0.18197674418604648,0.16362018735839182,0.39092105263157895,0.07781412525141343,0.1363372093023256,0.1719149278810297,0.38421052631578945,0.08193893408915927,0.15116279069767444,0.1810278776388403
43,0.37855263157894736,0.07580260759736143,0.18267045454545455,0.16366472094884857,0.3993421052631579,0.07943653279431494,0.1377840909090909,0.17151069580590722,0.3926315789473684,0.08366848577848995,0.15227272727272725,0.18064786702173966
44,0.38592105263157894,0.07721464757773629,0.1852777777777778,0.16300870044188773,0.4080263157894737,0.08112981202302867,0.13861111111111113,0.17127404760417161,0.4006578947368421,0.08585110395249147,0.15416666666666667,0.18124121945525976
45,0.39315789473684215,0.07819111468391063,0.18804347826086956,0.161481649890685,0.4163157894736842,0.08268603636296931,0.14021739130434782,0.1707646403148279,0.40921052631578947,0.08767740227564966,0.1548913043478261,0.18107289600405904
46,0.4007894736842105,0.07965950739939065,0.1898936170212766,0.16101389793493856,0.42447368421052634,0.08417803649560168,0.14202127659574468,0.17014709504430126,0.4175000000000001,0.08945926741437016,0.15611702127659574,0.18082192349713114
47,0.40842105263157896,0.0808524527369047,0.19166666666666668,0.1600204793751239,0.4325,0.08571951862076792,0.14401041666666667,0.1696532139369365,0.4257894736842106,0.09118943176363126,0.15729166666666666,0.18047908369885354
48,0.41565789473684217,0.08190712851047231,0.19413265306122446,0.15879953486724224,0.44026315789473686,0.0872363459539753,0.14642857142857144,0.16913169113525822,0.4339473684210525,0.0928984642162593,0.1586734693877551,0.18010926735805377
49,0.42263157894736836,0.08286925255720955,0.19700000000000004,0.15745157985869815,0.4485526315789473,0.08893987433394202,0.14775,0.16898576123448983,0.441578947368421,0.09441685726758803,0.161,0.17939202880841723
50,0.42973684210526314,0.08401333821025038,0.19950980392156864,0.15649543392105464,0.4564473684210525,0.0905373119086569,0.14975490196078434,0.1686479339474982,0.44986842105263153,0.09611020264587719,0.16200980392156866,0.1790288088501634
51,0.43657894736842107,0.08508957313950818,0.20240384615384613,0.15545210477410146,0.46447368421052637,0.09215975831474159,0.15144230769230768,0.16836878922885481,0.45789473684210524,0.0977517348288503,0.16346153846153846,0.17858490016809186
52,0.4428947368421053,0.0861579911905064,0.20613207547169812,0.1544341351527945,0.47223684210526323,0.09362829126502178,0.1535377358490566,0.16782429566371831,0.46578947368421053,0.09937477678157478,0.16509433962264153,0.17812459989150198
53,0.449078947368421,0.08711788348708145,0.20995370370370373,0.15326294317171738,0.4801315789473685,0.09528523660982048,0.15532407407407406,0.16763143477653605,0.47407894736842104,0.10117137691523827,0.16597222222222224,0.17798668161014142
54,0.4552631578947369,0.08834818426006197,0.21363636363636362,0.1526014091764707,0.4875,0.09709019637783714,0.15795454545454546,0.1677012482889914,0.4819736842105263,0.10283136761808132,0.1675,0.17761781679486777
55,0.46118421052631575,0.08959308982925164,0.21763392857142855,0.15198827738890902,0.4947368421052632,0.09888575909503124,0.1607142857142857,0.16775262703621371,0.48986842105263156,0.10438208565694684,0.1689732142857143,0.17707675245374907
56,0.4677631578947369,0.09068405397548877,0.22039473684210525,0.15114008995914796,0.5023684210526316,0.10083755895696252,0.16271929824561404,0.16806259826160416,0.49789473684210517,0.10607776899422537,0.17017543859649123,0.17679628165704234
57,0.4747368421052632,0.09192237481532858,0.22241379310344828,0.150562510473383,0.5102631578947369,0.10284020630687686,0.16422413793103446,0.16844516550264313,0.5061842105263159,0.10791487296056175,0.1709051724137931,0.1767571195043684
58,0.4814473684210527,0.09311281618228569,0.22478813559322036,0.14992741588673117,0.5175000000000001,0.10503354892077087,0.16673728813559324,0.16912181605886836,0.5142105263157896,0.10938128691863996,0.17203389830508475,0.176122411140183
59,0.488157894736842,0.09437614081789249,0.22708333333333336,0.14942888962832976,0.5248684210526315,0.10687734381288962,0.16895833333333332,0.16922246103707522,0.5219736842105263,0.11036728847648189,0.17354166666666668,0.17474820675442965
60,0.4946052631578947,0.09611380532164565,0.22971311475409836,0.14968543451731703,0.5321052631578947,0.10872784901925804,0.17131147540983607,0.1693302566693363,0.5297368421052632,0.11172625578925924,0.175,0.17399990655704306
61,0.5013157894736842,0.09749813550316128,0.2318548387096774,0.14939230440000517,0.54,0.11075665222044377,0.17258064516129032,0.1697077735635832,0.5373684210526316,0.11289933741086185,0.17661290322580647,0.17299092022632062
62,0.5076315789473684,0.09887140140920679,0.23452380952380952,0.149091795775788,0.5481578947368421,0.11268905321583567,0.1734126984126984,0.16992793738895853,0.5453947368421052,0.11405056406451879,0.1775793650793651,0.1719810093036394
63,0.5144736842105264,0.1008739511302125,0.236328125,0.14973477120890916,0.5559210526315789,0.11454436716775512,0.1748046875,0.1700267950146365,0.553421052631579,0.11528929047667417,0.178515625,0.17113254055131327
64,0.5207894736842105,0.10292098198062413,0.23884615384615385,0.1504229736639891,0.564342105263158,0.1162147542852172,0.1751923076923077,0.16985233318608667,0.5606578947368421,0.11636660892683175,0.18057692307692308,0.17007427458536947
65,0.5277631578947368,0.10476022947030214,0.24034090909090908,0.15079123938907127,0.5722368421052633,0.11771860374465044,0.17632575757575755,0.16944344478396653,0.5685526315789473,0.11744768093169268,0.18162878787878783,0.16905348012895158
66,0.5344736842105263,0.10674256446821989,0.24216417910447766,0.15135139738031175,0.579342105263158,0.11937706213502206,0.17854477611940298,0.16926598362428502,0.5763157894736841,0.11859636146572368,0.18283582089552236,0.1681590199887127
67,0.5414473684210527,0.10875419882364473,0.24356617647058823,0.15193601306244486,0.5860526315789473,0.12156100346051306,0.18124999999999997,0.16982787248159914,0.5835526315789473,0.11977551428699723,0.1847426470588235,0.16733343907742265
68,0.5480263157894736,0.11056977529033978,0.2454710144927536,0.15223374858814895,0.5936842105263157,0.12345836042570293,0.1826086956521739,0.16997890203538807,0.5913157894736842,0.12109009717705668,0.1858695652173913,0.16671824973652735
69,0.5546052631578947,0.11187731643866869,0.24732142857142853,0.15183350088105038,0.6011842105263159,0.1250027008018476,0.18410714285714286,0.16964652251679319,0.5986842105263158,0.12200568762002183,0.1875,0.16557914748431535
70,0.5606578947368421,0.11309200958325459,0.24982394366197186,0.15132029451280546,0.608157894736842,0.12685165939121454,0.18626760563380285,0.1697310935516251,0.6063157894736843,0.12302849702541443,0.18873239436619718,0.16461559461147002
71,0.5665789473684211,0.11452086142197422,0.25243055555555555,0.151103914376216,0.6151315789473685,0.1285274446047244,0.18836805555555555,0.1695848227423447,0.6131578947368421,0.12390238316520234,0.19097222222222224,0.16348231112075312
72,0.5723684210526316,0.11543456373268417,0.2551369863013699,0.15022306239184927,0.6219736842105263,0.13010297168395973,0.1905821917808219,0.16931208643802978,0.6210526315789473,0.12507061717197368,0.1917808219178082,0.1627631319361301
73,0.578421052631579,0.11659290637587912,0.2574324324324324,0.14968008250957454,0.628421052631579,0.13167259825109362,0.19324324324324327,0.16903914640343107,0.6285526315789474,0.12614921857173902,0.19307432432432434,0.16194832113939472
74,0.5842105263157895,0.11724858172659278,0.25999999999999995,0.1485148701870175,0.6348684210526316,0.13328856444850168,0.19583333333333336,0.16883218163476876,0.635921052631579,0.12709266310000122,0.19449999999999998,0.16098403992666824
75,0.5901315789473685,0.11803408998629152,0.2623355263157895,0.14754261248286443,0.6411842105263158,0.13490602813289257,0.19851973684210528,0.16863253516611568,0.6442105263157895,0.12851592699080028,0.19473684210526315,0.16064490873850035
76,0.5956578947368422,0.11875180418515718,0.26509740259740255,0.14651196620246668,0.6480263157894737,0.1365352708786481,0.20048701298701302,0.16845260692820224,0.6515789473684211,0.1294175102787834,0.19610389610389614,0.15967095424005742
77,0.6014473684210527,0.11970784784868993,0.26746794871794866,0.14579801981571208,0.654078947368421,0.13792455232105702,0.20336538461538461,0.16798503167308224,0.6589473684210525,0.13044883099102578,0.19743589743589746,0.15887998646342885
78,0.6072368421052632,0.120917759533648,0.2697784810126583,0.14540743235058934,0.6607894736842105,0.13955533856064278,0.20537974683544302,0.1678197109273552,0.6656578947368421,0.13143011319229553,0.19952531645569618,0.15804887029453257
79,0.6128947368421053,0.12173122156911571,0.27218749999999997,0.1445558256133249,0.6672368421052631,0.14077465490138444,0.20765625000000001,0.167169902695394,0.6715789473684212,0.13214509778953623,0.20249999999999999,0.15692230362507428
80,0.6182894736842106,0.12251540408547468,0.2748456790123457,0.14369090602617401,0.6742105263157895,0.1423185533833137,0.20925925925925926,0.16691682186931855,0.6773684210526316,0.13280064412619544,0.20555555555555555,0.1557538418764021
81,0.6238157894736842,0.12310467529843215,0.27728658536585366,0.14262127016281773,0.6806578947368421,0.1437243895047189,0.21143292682926823,0.16650996345058897,0.6834210526315789,0.1336601200838568,0.20823170731707313,0.15485013912154144
82,0.6289473684210527,0.12383249789383254,0.2801204819277109,0.14173599156523,0.6867105263157894,0.14447458297103244,0.21400602409638553,0.16536247448491667,0.6893421052631579,0.13454930153269576,0.21099397590361443,0.15400221259766383
83,0.6344736842105264,0.1244597744536913,0.2824404761904762,0.14075807825119852,0.693421052631579,0.145439681074406,0.21577380952380945,0.1644853535960544,0.6957894736842105,0.13546728402662853,0.21309523809523806,0.153207047411068
84,0.6396052631578948,0.12526004805958363,0.2851470588235294,0.13999652430188758,0.6997368421052632,0.14628099737801153,0.21794117647058817,0.16349052648130702,0.7022368421052632,0.13638403849306807,0.2151470588235294,0.15242921949225255
85,0.6439473684210527,0.12617892804924485,0.2886627906976744,0.1393836995892821,0.7055263157894738,0.14694935717248717,0.22063953488372096,0.1623277782719335,0.7085526315789473,0.13747292606786998,0.217296511627907,0.15185962763311223
86,0.6482894736842106,0.12678169286387275,0.2920977011494253,0.138439779563999,0.7121052631578948,0.14806555035596924,0.2224137931034483,0.1616807733772078,0.7146052631578946,0.13844325167200458,0.219683908045977,0.1511736656188556
87,0.6527631578947369,0.12756638324011538,0.2953125,0.13771370917967002,0.7184210526315788,0.14925020358008917,0.2244318181818182,0.161122378864869,0.7203947368421053,0.13928953831772345,0.22230113636363633,0.15036938795663324
88,0.6569736842105264,0.1282318359051768,0.29873595505617984,0.13687667877518872,0.7252631578947368,0.1504411794571363,0.22584269662921347,0.1605832814430107,0.7265789473684212,0.1403297955658231,0.22443820224719105,0.149790231221946
89,0.6618421052631579,0.12914458602559764,0.3013888888888889,0.13631928524924197,0.7307894736842104,0.15140409322730802,0.2286111111111111,0.15981543173993626,0.7326315789473684,0.14129986188786275,0.22666666666666663,0.1491498542149662
90,0.6663157894736842,0.12973070338845022,0.3043956043956044,0.13543315188904145,0.7364473684210525,0.15215505240477284,0.2311813186813187,0.15884318657641117,0.7386842105263158,0.14230273803436658,0.22884615384615392,0.1485578034424706
91,0.6707894736842104,0.13063317993844836,0.3073369565217391,0.1348929575451369,0.7421052631578947,0.15285147499190913,0.23369565217391303,0.15783576221990617,0.7444736842105264,0.14324083317297703,0.23125,0.14791172990687848
92,0.6752631578947368,0.13142464636867088,0.31021505376344094,0.13425098284971757,0.7484210526315789,0.15391115183533577,0.23548387096774195,0.15722106907910643,0.7509210526315789,0.14411174824898734,0.2329301075268817,0.14721092563068597
93,0.6799999999999999,0.1321367125492537,0.3127659574468085,0.13354242225722449,0.7536842105263157,0.15440081667000874,0.2382978723404255,0.15604337854947692,0.7576315789473685,0.1453668108451543,0.23430851063829783,0.14691326627967718
94,0.684342105263158,0.13281648295314974,0.31565789473684214,0.13281648295314977,0.7592105263157896,0.15492268646380822,0.24078947368421053,0.15492268646380825,0.7635526315789474,0.14567703007479507,0.23644736842105268,0.14567703007479507
95,0.6882894736842106,0.1333342783322929,0.3188802083333333,0.13194537959966487,0.7651315789473685,0.1556548916380681,0.24283854166666666,0.15403348651683826,0.7703947368421052,0.1465552636068003,0.23763020833333334,0.1450286462775628
96,0.6921052631578948,0.13389539887290816,0.3221649484536082,0.13113466899923998,0.7703947368421051,0.15608807399063282,0.24548969072164956,0.15286976318670226,0.7769736842105261,0.14778108341380655,0.23904639175257736,0.1447340507660992
97,0.6964473684210526,0.13473652086721574,0.32487244897959183,0.13061193349372954,0.7757894736842104,0.15673609981797296,0.24795918367346936,0.1519380559459942,0.7825000000000001,0.14843195881915716,0.24145408163265306,0.14388812334510134
98,0.7005263157894737,0.13530155097149055,0.3277777777777778,0.12983482163930912,0.7810526315789474,0.1572411913073903,0.2505050505050505,0.15088801186062709,0.7880263157894738,0.14916544153177178,0.24381313131313126,0.1431385550052355
99,0.7048684210526315,0.1359593872674836,0.330375,0.12916141790410943,0.7863157894736842,0.15781050384766454,0.253,0.14991997865528128,0.7927631578947368,0.14994429944578783,0.246875,0.14244708447349844
100,0.7088157894736841,0.13639927082038383,0.33329207920792076,0.1282963438409551,0.7917105263157895,0.15844263491736302,0.25532178217821777,0.1490302011598959,0.7980263157894736,0.15083304000012288,0.24938118811881185,0.14187266138625423
101,0.7132894736842105,0.1370000985704399,0.3356617647058824,0.12759813102148812,0.7972368421052631,0.15895798805583505,0.2574754901960784,0.14804910652259148,0.8034210526315789,0.15185852323900825,0.2517156862745098,0.14143685987946847
102,0.7177631578947369,0.1375509852589445,0.33798543689320387,0.12686741358834688,0.8021052631578947,0.15931510267095889,0.26019417475728157,0.1469411141139912,0.8085526315789474,0.15282173952688197,0.25424757281553395,0.14095208985489113
103,0.7225,0.13812524676906046,0.3400240384615384,0.1261721004140456,0.8071052631578948,0.15959631380298664,0.2627403846153846,0.14578509433926665,0.8130263157894737,0.1532868759662428,0.25733173076923077,0.14002166554608717
104,0.7271052631578947,0.13859479790215853,0.34214285714285714,0.12539529334004818,0.812236842105263,0.15997375780294582,0.26511904761904764,0.1447381618217129,0.8175000000000001,0.15346026175873076,0.2603571428571429,0.13884499873408976
105,0.7317105263157895,0.13904969069363105,0.3442216981132075,0.12462000581032967,0.8168421052631578,0.1601687129888313,0.2679245283018868,0.1435474314522545,0.8219736842105263,0.15366770594505377,0.26332547169811316,0.13772105721490668
106,0.735921052631579,0.13992052304820443,0.3466121495327103,0.12422850177177026,0.820657894736842,0.1599196365872715,0.2713785046728972,0.14198472407281112,0.8268421052631579,0.15404877451881246,0.26588785046728974,0.1367722764419363
107,0.7398684210526315,0.1407348024691788,0.3491898148148148,0.12379450217196286,0.8251315789473684,0.15980093875725773,0.27418981481481486,0.14056564057351373,0.8321052631578947,0.1546432764018148,0.2680555555555555,0.1360288079460408
108,0.7438157894736841,0.14177416349569144,0.3517201834862385,0.12356463790908888,0.8299999999999998,0.1600216398108588,0.276605504587156,0.13946840167001456,0.8371052631578948,0.15499285123359077,0.2704128440366972,0.13508551254303783
109,0.7480263157894737,0.14263758726906123,0.35397727272727275,0.12318700718691653,0.8346052631578947,0.16016411899626715,0.2792045454545454,0.13832355731495796,0.841578947368421,0.15534921789756473,0.27318181818181814,0.1341652336388059
110,0.7517105263157895,0.14338670520629482,0.3566441441441441,0.12271835130268476,0.8382894736842106,0.16016671326708667,0.28254504504504496,0.13707961946282193,0.8451315789473683,0.1551856965558117,0.2766891891891892,0.13281658714236136
111,0.7556578947368421,0.14411415095040156,0.35904017857142867,0.12223968160971559,0.8425,0.16053553683610872,0.28537946428571426,0.13616853570919935,0.8488157894736842,0.15526421721315706,0.2800223214285714,0.13169732710044568
112,0.7593421052631579,0.14460155160219332,0.36161504424778756,0.12156767612573774,0.8468421052631578,0.16080347083532426,0.28805309734513274,0.13518875866686553,0.8523684210526316,0.15527631523198301,0.2834070796460177,0.13054203492954322
113,0.7625000000000001,0.14509733813763107,0.3645833333333333,0.12091444844802585,0.8501315789473685,0.16062222113530142,0.29155701754385965,0.13385185094608454,0.8561842105263159,0.15551557314399325,0.28651315789473686,0.1295963109533277
114,0.7659210526315791,0.14568225917083766,0.36728260869565216,0.12034621409764852,0.8535526315789473,0.16040607014923164,0.2948913043478261,0.13250936229719135,0.859342105263158,0.15566957290356342,0.29010869565217395,0.12859660370294368
115,0.7690789473684211,0.14585661336411818,0.3701508620689655,0.11945153680682094,0.8576315789473682,0.16045706012526942,0.2976293103448276,0.13140879924052234,0.8623684210526317,0.15579991963556575,0.29375000000000007,0.12759476177050647
116,0.7718421052631579,0.14598291365886767,0.3732905982905983,0.11853313502215751,0.8607894736842105,0.16015898437804954,0.30106837606837605,0.13004361979414275,0.8655263157894737,0.15592388405157348,0.2972222222222222,0.12660486311879898
117,0.7746052631578947,0.14615637614585497,0.37637711864406775,0.11766826893098493,0.8644736842105264,0.16017541457696635,0.3040254237288135,0.12895478292213394,0.8689473684210526,0.15602755634166082,0.3004237288135593,0.1256154055293032
118,0.7772368421052632,0.14609476632625287,0.379516806722689,0.11663027563860526,0.8673684210526316,0.1596902299111811,0.30756302521008405,0.12748379698791767,0.8730263157894737,0.1563584803479853,0.30304621848739494,0.12482399691645883
119,0.7801315789473685,0.14655668119647122,0.3823958333333333,0.11602403928053971,0.8701315789473684,0.15915348042820165,0.31114583333333334,0.12599650533899298,0.8771052631578948,0.15669743416079338,0.305625,0.12405213537729476
120,0.7836842105263159,0.14648371658439288,0.3847107438016529,0.11500787665716795,0.8732894736842105,0.1588180787346453,0.3143595041322314,0.1246918799982752,0.881578947368421,0.15714735396666965,0.30785123966942146,0.1233801539407737
121,0.7864473684210527,0.14650658470826794,0.38760245901639345,0.11408299628922502,0.8759210526315788,0.15828302038733116,0.31793032786885245,0.12325317161308572,0.8856578947368421,0.15750714489355958,0.31034836065573773,0.12264900626957508
122,0.7896052631578948,0.14663462752337753,0.3901422764227643,0.11325438711155174,0.8784210526315791,0.15775125059317885,0.3215447154471545,0.12184039679960967,0.8893421052631579,0.1575994497614029,0.313109756097561,0.12172315225474206
123,0.7928947368421053,0.1467895114264638,0.3925403225806452,0.11245970633479081,0.8813157894736843,0.15731670510906076,0.3247983870967742,0.12052489504323205,0.8922368421052631,0.15752692906135565,0.31643145161290326,0.1206859537163612
