seed,obstacle_ratio,obstacles,free_cells,total_reward,coverage_ratio,completed,steps,path_length,coverage_auc,coverage_at_100,coverage_at_200,coverage_at_300,coverage_at_400,coverage_at_500,t90,t95,t99,repeat_ratio,repeat_ratio_after_90,inter_agent_overlap_ratio,stalled,stall_coverage,stall_termination_coverage
20260431,0.05,20,380,41.14374941959977,0.9947368421052631,0,500,1996,0.8141684210526317,0.6789473684210526,0.8052631578947368,0.9947368421052631,0.9947368421052631,0.9947368421052631,236,253,274,0.811377245508982,0.9659090909090909,0.9735449735449735,1,0.9947368421052631,0.9947368421052631
